,investor,company,invest_date
96673,/organization/cyberagent,/organization/dennoo,2013-01-31
66027,/organization/northgate-capital,/organization/connected-data,2013-01-31
70423,/organization/webb-investment-network,/organization/pagerduty,2013-01-31
31920,/organization/birchmere-labs,/organization/the-zebra,2013-01-31
47213,/organization/vegastechfund,/organization/skillshare,2013-01-31
53530,/organization/seedcamp,/organization/planvine,2013-01-31
30565,/person/jesse-robbins,/organization/pagerduty,2013-01-31
26791,/organization/elevate-ventures,/organization/wolfpack-chassis,2013-01-31
99475,/organization/cyber-communications,/organization/dennoo,2013-01-31
48282,/organization/corsa-ventures,/organization/toopher,2013-01-31
21609,/organization/kickstart-seed-fund,/organization/powerpractical,2013-01-31
71252,/organization/columbus-nova-technology-partners,/organization/42floors,2013-01-31
42666,/organization/kernel-capital-partners,/organization/amartus,2013-01-31
84709,/organization/qualcomm-ventures,/organization/dexetra,2013-01-31
3337,/organization/trinity-capital-investment,/organization/soraa,2013-01-31
80205,/person/daisuke-nagata,/organization/dennoo,2013-01-31
54144,/person/pioneer-ventures,/organization/cozi-inc,2013-01-31
20934,/organization/seed-hatchery,/organization/mentor-me,2013-01-31
18189,/organization/banexi-ventures,/organization/adyoulike,2013-01-31
79062,/organization/benaroya-capital,/organization/cozi-inc,2013-01-31
92345,/organization/imprimatur-capital,/organization/spatial-initiatives,2013-01-31
46643,/person/tak-miyata,/organization/dennoo,2013-01-31
79218,/organization/alsop-louie-partners,/organization/toopher,2013-01-31
867,/organization/bessemer-venture-partners,/organization/42floors,2013-01-31
27545,/person/masataka-matsumoto,/organization/dennoo,2013-01-31
91939,/organization/sequoia-capital,/organization/dexetra,2013-01-31
71072,/organization/enterprise-ireland,/organization/amartus,2013-01-31
38777,/organization/sevenventures,/organization/stylight,2013-01-31
88233,/organization/new-enterprise-associates,/organization/42floors,2013-01-31
656,/organization/seed-capital,/organization/sensorist,2013-01-31
76837,/person/mbvh-investments,/organization/cozi-inc,2013-01-31
53463,/organization/archetype,/organization/dennoo,2013-01-31
86608,/organization/thrive-capital,/organization/42floors,2013-01-31
53816,/organization/sosv,/organization/lightup,2013-02-01
32373,/organization/forte-ventures,/organization/ecosmart-technologies,2013-02-01
28133,/organization/i5invest,/organization/wikifolio,2013-02-01
58116,/organization/softbank-capital,/organization/spanfeller-media-group,2013-02-01
55366,/organization/betaspring,/organization/surpriseride,2013-02-01
66352,/person/christoph-maire,/organization/salonmeister-gmbh,2013-02-01
63695,/organization/forte-ventures,/organization/remedy-informatics,2013-02-01
58133,/organization/betaspring,/organization/designer-material,2013-02-01
70468,/organization/kite-ventures,/organization/trends-brands,2013-02-01
59439,/organization/ndrc,/organization/gotcha-ninjas,2013-02-01
62039,/organization/extreme-venture-partners,/organization/extreme-startups,2013-02-01
25638,/organization/innova-kapital,/organization/ometria,2013-02-01
25730,/organization/gamefounders,/organization/time-plus-q,2013-02-01
58839,/organization/harmony-partners,/organization/axonify,2013-02-01
62443,/organization/afsquare,/organization/tuition-io,2013-02-01
19430,/organization/innovate-indiana-fund,/organization/diagnotes,2013-02-01
30798,/organization/imi-vc,/organization/narr8,2013-02-01
21913,/organization/seedcamp,/organization/hole-19,2013-02-01
34259,/person/chris-piro,/organization/gorefi,2013-02-01
26536,/organization/posco,/organization/spoqa,2013-02-01
35146,/organization/alchemist-accelerator,/organization/airpost-io,2013-02-01
54061,/organization/alchemist-accelerator,/organization/omnistream,2013-02-01
17859,/organization/startup-wise-guys,/organization/brickflow,2013-02-01
64600,/organization/luminary-labs-ventures,/organization/quiet-ly,2013-02-01
58033,/organization/wayra,/organization/sustaination,2013-02-01
65372,/organization/ru-net-holdings,/organization/trends-brands,2013-02-01
52785,/organization/3wventures-com,/organization/sherpany,2013-02-01
71718,/organization/ndrc,/organization/shotclip,2013-02-01
78127,/organization/ndrc,/organization/way2pay,2013-02-01
33620,/person/ralph-james,/organization/jebbit,2013-02-01
71682,/organization/xseed-capital,/organization/brightbox-technologies,2013-02-01
68104,/person/hampus-jakobsson,/organization/bilupphandling,2013-02-01
34265,/organization/betaspring,/organization/spogo-inc,2013-02-01
31047,/organization/pj-tech-catalyst,/organization/radiojar,2013-02-01
77602,/organization/juno-capital,/organization/domainex,2013-02-01
22455,/organization/rock-health,/organization/benefitter,2013-02-01
64793,/organization/fundersclub,/organization/pushtotest,2013-02-01
30098,/organization/inovia-capital,/organization/spanfeller-media-group,2013-02-01
26198,/organization/social-starts,/organization/fanfueled,2013-02-01
30413,/person/tom-becky-miller,/organization/boosterville,2013-02-01
34124,/organization/betaspring,/organization/learning-hyperdrive-inc,2013-02-01
65532,/organization/communitech-hyperdrive,/organization/plum-io,2013-02-01
29040,/person/johan-zuidweg,/organization/logim-solutions,2013-02-01
75689,/organization/matrix-partners-china,/organization/beisen,2013-02-01
70959,/organization/vantagepoint-capital-partners,/organization/spanfeller-media-group,2013-02-01
32611,/person/will-smith-7,/organization/tuition-io,2013-02-01
24039,/organization/communitech-hyperdrive,/organization/pumpup,2013-02-01
34131,/organization/hub-raum,/organization/salonmeister-gmbh,2013-02-01
67546,/organization/preangel,/organization/vinuxpay,2013-02-01
20029,/organization/double-m-partners,/organization/quiet-ly,2013-02-01
22005,/organization/sequoia-capital,/organization/beisen,2013-02-01
62964,/person/devard-darling,/organization/fluencr,2013-02-01
21534,/organization/longbow-capital,/organization/domainex,2013-02-01
74798,/organization/harrison-metal,/organization/rivet-sway,2013-02-01
75868,/organization/accel-india-ventures,/organization/myntra,2013-02-01
52999,/organization/runa-capital,/organization/vdolg,2013-02-01
63478,/organization/rho-canada,/organization/extreme-startups,2013-02-01
79332,/organization/nct-ventures-funds-i,/organization/adfiki,2013-02-01
