investor,company,weight,date
/organization/sv-angel,/organization/milk,60000,2011-04-01
/person/john-ham,/organization/milk,60000,2011-04-01
/person/brad-kotansky,/organization/synchtank,650000,2011-04-01
/person/tim-ferriss,/organization/milk,60000,2011-04-01
/organization/teknoseed,/organization/localize-direct,354000,2011-04-01
/organization/intel-capital,/organization/united-information-technology-co-ltd,0,2011-04-01
/person/kristopher-b-jones,/organization/yumm-com,50000,2011-04-01
/organization/susquehanna-growth-equity,/organization/etf-securities,0,2011-04-01
/organization/creathor-venture-management,/organization/stylefruits,0,2011-04-01
/organization/sequoia-capital,/organization/diandian,3333333,2011-04-01
/person/eilon-tirosh,/organization/simplee,225000,2011-04-01
/person/vivi-nevo,/organization/everlane,91666,2011-04-01
/organization/mayfield-fund,/organization/shineon,12875000,2011-04-01
/organization/h-farm,/organization/corso12,42423,2011-04-01
/organization/intel-capital,/organization/hangzhou-chuangye-software,0,2011-04-01
/organization/northern-light-venture-capital,/organization/shineon,12875000,2011-04-01
/organization/listen-llc,/organization/fango,75000,2011-04-01
/organization/base-vc,/organization/relevvant,0,2011-04-01
/person/keith-rabois,/organization/everlane,91666,2011-04-01
/organization/openfund,/organization/gourmet-origins,55000,2011-04-01
/organization/floodgate,/organization/milk,60000,2011-04-01
/organization/wheb-partners,/organization/pvxchange,0,2011-04-01
/person/philip-kaplan,/organization/milk,60000,2011-04-01
/person/william-lohse,/organization/nerve-com,0,2011-04-01
/person/jonathan-springer,/organization/fango,45000,2011-04-01
/organization/thq,/organization/fingerprint,350000,2011-04-01
/person/sarah-du-heaumes,/organization/playmob,200524,2011-04-01
/organization/embarcadero-ventures,/organization/milk,60000,2011-04-01
/person/parsa-ghaffari,/organization/aylien,250000,2011-04-01
/organization/zero2ipo-ventures,/organization/wukong-com,1750000,2011-04-01
/organization/kleiner-perkins-caufield-byers,/organization/wukong-com,1750000,2011-04-01
/organization/singing-wolf-ventures-llc,/organization/fango,150000,2011-04-01
/person/gil-penchina,/organization/directly,625000,2011-04-01
/organization/angelpad,/organization/hopscotch,0,2011-04-01
/person/rene-de-jong,/organization/tourist-eye,58333,2011-04-01
/organization/first-round-capital,/organization/milk,60000,2011-04-01
/organization/k2medialabs,/organization/fingerprint,350000,2011-04-01
/person/philip-rosedale,/organization/milk,60000,2011-04-01
/organization/highland-capital-partners,/organization/tuniu-com,12500000,2011-04-01
/person/jamie-kennedy,/organization/savefans,500000,2011-04-01
/person/ben-ling,/organization/everlane,91666,2011-04-01
/organization/500-startups,/organization/evoz,0,2011-04-01
/organization/matrix-partners-china,/organization/hers,1525940,2011-04-01
/organization/seedcamp,/organization/the-efficient-cloud,70705,2011-04-01
/organization/inventures,/organization/foruforever,0,2011-04-01
/organization/google-ventures,/organization/wingu,0,2011-04-01
/organization/firstrust-china,/organization/bloves,0,2011-04-01
/person/mitch-kapor,/organization/relevvant,0,2011-04-01
/organization/shenzhen-capital-group,/organization/m360lohas-outdoors,0,2011-04-01
/organization/accel-partners,/organization/fidelis,625000,2011-04-01
/organization/360-capital-partners,/organization/telit-wireless-solutions,0,2011-04-01
/person/karl-jacob,/organization/everlane,91666,2011-04-01
/organization/ceyuan-ventures,/organization/diandian,3333333,2011-04-01
/person/bob-pasker,/organization/nodejitsu,150000,2011-04-01
/person/jeff-rusinow,/organization/relevvant,0,2011-04-01
/person/dave-morin,/organization/everlane,91666,2011-04-01
/organization/qiming-venture-partners,/organization/dianping,33333333,2011-04-01
/person/erik-moore,/organization/relevvant,0,2011-04-01
/person/cassio-spina,/organization/twt-digital,300000,2011-04-01
