investor,company,weight,date
/organization/mitsui,/organization/a10-networks,1500000,2005-01-01
/person/morten-lund,/organization/zyb,0,2005-01-01
/organization/biogenerator,/organization/apt-therapeutics,0,2005-01-01
/organization/saif-partners,/organization/pptv,500000,2005-01-01
/organization/china-growth-capital,/organization/china-talent-group,0,2005-01-01
/organization/rasmuson-foundation,/organization/united-states-artists,5500000,2005-01-01
/organization/vantagepoint-capital-partners,/organization/blaze-company,1666666,2005-01-01
/organization/schneider-electric,/organization/netasq,1812267,2005-01-01
/organization/ofc,/organization/techfaith-wireless-technology-co-ltd,2069999,2005-01-01
/organization/flagship-ventures,/organization/integrated-development-enterprise,375000,2005-01-01
/organization/dominion-venturesinc,/organization/integrated-development-enterprise,375000,2005-01-01
/organization/kinetic-ventures,/organization/ample-communications,2100000,2005-01-01
/organization/vista-ventures,/organization/sige-semiconductor,944444,2005-01-01
/person/ilan-kaufthal,/organization/payoneer,400000,2005-01-01
/organization/matrix-partners,/organization/timelab,3750000,2005-01-01
/organization/tl-ventures,/organization/blaze-company,1666666,2005-01-01
/organization/interwest-partners,/organization/ample-communications,2100000,2005-01-01
/person/matthias-spiess,/organization/vznet-netzwerke,0,2005-01-01
/organization/cdp-capital-technology-ventures,/organization/sige-semiconductor,944444,2005-01-01
/organization/partisan-management-group,/organization/communication-science,0,2005-01-01
/organization/golden-gate-capital,/organization/signstorey,3700000,2005-01-01
/organization/next-generation-ventures,/organization/signstorey,3700000,2005-01-01
/organization/cambrian-ventures,/organization/wink,3100000,2005-01-01
/organization/nokia-growth-partners,/organization/coding-technologies,0,2005-01-01
/organization/rose-tech-ventures,/organization/nowpublic,0,2005-01-01
/person/peter-thiel,/organization/joyent,0,2005-01-01
/organization/morgenthaler-ventures,/organization/clk-design-automation,2500000,2005-01-01
/organization/pequot-capital,/organization/stubhub,0,2005-01-01
/organization/investor-growth-capital,/organization/imt-innovative-micro-technology,5666666,2005-01-01
/organization/vengrowth-asset-management,/organization/diatem-networks,1000000,2005-01-01
/person/zach-nelson,/organization/medstory,0,2005-01-01
/organization/mizuho-venture-capital,/organization/gemini,2500000,2005-01-01
/organization/cardiff-county-council,/organization/subhub,500000,2005-01-01
/organization/pilot-house-ventures,/organization/ntag,6000000,2005-01-01
/organization/atlas-venture,/organization/clk-design-automation,2500000,2005-01-01
/organization/haansoft,/organization/peerme,1666666,2005-01-01
/person/andrew-boszhardt,/organization/stubhub,0,2005-01-01
/organization/rho-capital-ventures,/organization/ample-communications,2100000,2005-01-01
/person/charlie-federman,/organization/payoneer,400000,2005-01-01
/organization/rockefeller-foundation,/organization/united-states-artists,5500000,2005-01-01
/organization/the-capstreet-group,/organization/hart-intercivic,1200000,2005-01-01
/organization/millennium-ii-materials-technology-fund,/organization/glycominds,500000,2005-01-01
/organization/shenzhen-capital-group,/organization/techfaith-wireless-technology-co-ltd,2069999,2005-01-01
/organization/austin-ventures,/organization/infinidb,1635000,2005-01-01
/organization/right-click-capital,/organization/jetabroad,0,2005-01-01
/organization/enrico-investments-llc,/organization/signstorey,3700000,2005-01-01
/organization/dgf-investimentos,/organization/wappa,0,2005-01-01
/organization/ford-foundation,/organization/united-states-artists,5500000,2005-01-01
/organization/frazier-technology-ventures,/organization/aprimo,3625000,2005-01-01
/organization/saif-partners,/organization/net-263,10000000,2005-01-01
/organization/tokio-marine-capital,/organization/gemini,2500000,2005-01-01
/organization/dingman-center-angels,/organization/sensics,0,2005-01-01
/organization/seventure-partners,/organization/netasq,1812267,2005-01-01
/organization/madrona-venture-group,/organization/seadragon-software,1000000,2005-01-01
/organization/saif-partners,/organization/network-home,0,2005-01-01
/organization/netservice-ventures,/organization/aggregateknowledge,250000,2005-01-01
/organization/shelter-capital-partners,/organization/ruckus,4000000,2005-01-01
/organization/sv-angel,/organization/stubhub,0,2005-01-01
/organization/sig-china,/organization/home-inns,4400000,2005-01-01
/organization/cic-partners,/organization/signstorey,3700000,2005-01-01
/organization/tudor-ventures,/organization/integrated-development-enterprise,375000,2005-01-01
/organization/new-york-angels,/organization/design2launch,200000,2005-01-01
/organization/oseo-innovation,/organization/e-blink,190000,2005-01-01
/organization/ca-capital,/organization/peerme,1666666,2005-01-01
/organization/miramar-venture-partners,/organization/imt-innovative-micro-technology,5666666,2005-01-01
/organization/daiwa-smbc-capital,/organization/sige-semiconductor,944444,2005-01-01
/person/yuval-tal,/organization/payoneer,400000,2005-01-01
/organization/dry-canyon-holdings,/organization/solera-networks,800000,2005-01-01
/organization/welsh-assembly-government,/organization/subhub,500000,2005-01-01
/organization/finam,/organization/e-generator,0,2005-01-01
/organization/norwest-venture-partners,/organization/mercora,5000000,2005-01-01
/person/kolja-hebenstreit,/organization/vznet-netzwerke,0,2005-01-01
/organization/iris-ventures,/organization/imagine-communications,500000,2005-01-01
/person/david-young,/organization/joyent,0,2005-01-01
/person/zohar-gilon,/organization/payoneer,400000,2005-01-01
/organization/mci-management,/organization/hoopla-pl,0,2005-01-01
/person/jane-walerud,/organization/klarna,80000,2005-01-01
/person/yossi-vardi,/organization/foxytunes,0,2005-01-01
/organization/bdc-venture-capital,/organization/sige-semiconductor,944444,2005-01-01
/organization/enertech-capital,/organization/blaze-company,1666666,2005-01-01
/organization/centerpoint-ventures,/organization/ample-communications,2100000,2005-01-01
/organization/scale-venture-partners,/organization/imt-innovative-micro-technology,5666666,2005-01-01
/person/lukasz-gadowski,/organization/vznet-netzwerke,0,2005-01-01
/organization/innovacom,/organization/netasq,1812267,2005-01-01
/organization/austin-ventures,/organization/homeaway,24500000,2005-01-01
/person/unnamed-angel-investors,/organization/signstorey,3700000,2005-01-01
/organization/great-oaks-venture-capital,/organization/stubhub,0,2005-01-01
/organization/gf-private-equity,/organization/infinidb,1635000,2005-01-01
/person/rani-aliahmad,/organization/savings-com,800000,2005-01-01
/person/michael-loeb,/organization/payoneer,400000,2005-01-01
/person/max-levchin,/organization/slide,0,2005-01-01
/organization/discovery-capital,/organization/in-motion-technology,939000,2005-01-01
/organization/brainheart-capital,/organization/active-media,1500000,2005-01-01
/organization/sigma-partners,/organization/aprimo,3625000,2005-01-01
/organization/band-of-angels,/organization/seadragon-software,1000000,2005-01-01
/organization/greylock,/organization/wink,3100000,2005-01-01
/organization/sevin-rosen-funds,/organization/ntag,6000000,2005-01-01
/organization/prudential-financial,/organization/united-states-artists,5500000,2005-01-01
/organization/north-bridge-venture-partners,/organization/timelab,3750000,2005-01-01
/organization/denali-software,/organization/knowlent,625000,2005-01-01
/person/roger-ehrenberg,/organization/mimeo,0,2005-01-01
/organization/jordan-edmiston-group-2,/organization/aprimo,3625000,2005-01-01
/organization/blue-chip-venture-company,/organization/aprimo,3625000,2005-01-01
/organization/battery-ventures,/organization/ruckus,4000000,2005-01-01
/organization/north-bridge-venture-partners,/organization/ksaria,3000000,2005-01-01
/person/ron-conway,/organization/purevideo,0,2005-01-01
/organization/storm-ventures,/organization/ample-communications,2100000,2005-01-01
/organization/sumitomo-bank-venture-fund,/organization/peerme,1666666,2005-01-01
/organization/cdc-innovation,/organization/kuros-biosurgery,908066,2005-01-01
/organization/harbourvest-partners,/organization/integrated-development-enterprise,375000,2005-01-01
/person/christian-vollmann,/organization/vznet-netzwerke,0,2005-01-01
/person/scott-banister,/organization/slide,0,2005-01-01
/organization/galileo-partners,/organization/deskom,0,2005-01-01
/organization/idg-capital-partners,/organization/xiaoi-robert,0,2005-01-01
/organization/brm-capital,/organization/glycominds,500000,2005-01-01
/organization/gordon-river-capital,/organization/pasteuria-bioscience,125000,2005-01-04
/organization/venrock,/organization/vitae-pharmaceuticals,34000000,2005-01-04
/organization/octopus-ventures,/organization/reading-room,0,2005-01-04
/organization/edison-ventures,/organization/operative,4500000,2005-01-05
/organization/velocity-equity-partners,/organization/bez-systems,900000,2005-01-05
/organization/intel-capital,/organization/tejas-networks-india,3750000,2005-01-06
/organization/battery-ventures,/organization/tejas-networks-india,3750000,2005-01-06
/organization/il-fs-investment-managers,/organization/tejas-networks-india,3750000,2005-01-06
/organization/clearwater-capital-management,/organization/bantu,1000000,2005-01-06
/organization/foundation-equity-corp,/organization/driveable-assessment-centres,808000,2005-01-06
/organization/gabriel-venture-partners,/organization/tejas-networks-india,3750000,2005-01-06
/organization/gmg-capital-partners,/organization/inaura,8500000,2005-01-06
/organization/highgrowth,/organization/net-transmit-receive,1450000,2005-01-07
/organization/nexit-ventures,/organization/on2,2620000,2005-01-10
/organization/capman-oyj,/organization/on2,2620000,2005-01-10
/organization/nordic-wireless,/organization/rockwell-collins,2233333,2005-01-11
/organization/friedli-corporate-finance,/organization/vertical-circuits,3500000,2005-01-11
/organization/vision-capital,/organization/straatum-processware,1883333,2005-01-11
/organization/litorina,/organization/rockwell-collins,2233333,2005-01-11
/organization/wolf-ventures,/organization/roving-planet,1200000,2005-01-11
/organization/intel-capital,/organization/straatum-processware,1883333,2005-01-11
/organization/appian-ventures,/organization/roving-planet,1200000,2005-01-11
/organization/starvest-partners,/organization/roving-planet,1200000,2005-01-11
/organization/texas-pacific-group,/organization/covi-technologies,3750000,2005-01-11
/organization/cardinal-partners,/organization/roving-planet,1200000,2005-01-11
/organization/act-venture-capital,/organization/straatum-processware,1883333,2005-01-11
/organization/deutsche-venture-capital,/organization/innominate-security-technologies,2615000,2005-01-11
/organization/tecventure-partners,/organization/innominate-security-technologies,2615000,2005-01-11
/organization/3i-group,/organization/rockwell-collins,2233333,2005-01-11
/organization/battery-ventures,/organization/vertical-circuits,3500000,2005-01-11
/organization/draper-fisher-jurvetson,/organization/roving-planet,1200000,2005-01-11
/organization/innovatech,/organization/zeligsoft,1250000,2005-01-12
/organization/guide-ventures,/organization/bocada,1900000,2005-01-13
/organization/intel-capital,/organization/xensource,2000000,2005-01-13
/organization/icici-bank,/organization/microland,2433333,2005-01-14
/organization/shepherd-ventures,/organization/ceyx,1500000,2005-01-14
/organization/tech-coast-angels,/organization/ceyx,1500000,2005-01-14
/organization/venture-capital-fund-of-new-england,/organization/tibersoft,390000,2005-01-14
/organization/mayfield-fund,/organization/informance-international,2000000,2005-01-14
/organization/brascan-asset-management,/organization/business-propulsion-systems,1270000,2005-01-14
/organization/provider-venture-partners,/organization/troux-technologies,3200000,2005-01-14
/organization/stone-canyon-venture-partners,/organization/ceyx,1500000,2005-01-14
/organization/j-p-morgan-partners,/organization/microland,2433333,2005-01-14
/organization/covington-capital,/organization/business-propulsion-systems,1270000,2005-01-14
/organization/eqvitec-partners-oy,/organization/troux-technologies,3200000,2005-01-14
/organization/new-enterprise-associates,/organization/informance-international,2000000,2005-01-14
/organization/black-river,/organization/informance-international,2000000,2005-01-14
/organization/klister-credit,/organization/business-propulsion-systems,1270000,2005-01-14
/organization/synnex,/organization/microland,2433333,2005-01-14
/organization/silicon-valley-bank,/organization/approva,1000000,2005-01-15
/organization/svb-capital,/organization/vocent,3200000,2005-01-17
/organization/menlo-ventures,/organization/vocent,3200000,2005-01-17
/organization/ridgewood-capital,/organization/bluesocket,2000000,2005-01-17
/organization/the-phoenix-partners,/organization/schemalogic,2300000,2005-01-17
/organization/innovacom,/organization/groupe-adeuza,1970000,2005-01-17
/organization/stageone-ventures,/organization/imperative-networks,1000000,2005-01-18
/organization/j-p-morgan-partners,/organization/zilliant,3000000,2005-01-18
/organization/grotech-ventures,/organization/fieldglass,2750000,2005-01-18
/organization/convergent-capital,/organization/imperative-networks,1000000,2005-01-18
/organization/flagship-ventures,/organization/revivio,3571428,2005-01-18
/organization/sequoia-capital,/organization/chelsio-communications,3125000,2005-01-18
/organization/ecentury-capital-partners,/organization/unitrends-software,2025000,2005-01-18
/organization/riva-y-garca-private-equity,/organization/revistronic,1960000,2005-01-18
/organization/nomura-securities,/organization/revivio,3571428,2005-01-18
/organization/palomar-ventures,/organization/alterpoint,4000000,2005-01-18
/organization/bessemer-venture-partners,/organization/revivio,3571428,2005-01-18
/organization/lighthouse-capital-partners,/organization/revivio,3571428,2005-01-18
/organization/fonds-de-solidarit-ftq,/organization/enobia-pharma,3887500,2005-01-18
/organization/charles-river-ventures,/organization/revivio,3571428,2005-01-18
/organization/jk-b-capital,/organization/alterpoint,4000000,2005-01-18
/organization/innovatech,/organization/enobia-pharma,3887500,2005-01-18
/organization/eastward-capital-partners,/organization/revivio,3571428,2005-01-18
/organization/t2c2-capital,/organization/enobia-pharma,3887500,2005-01-18
/organization/globespan-capital-partners,/organization/revivio,3571428,2005-01-18
/organization/global-catalyst-partners,/organization/chelsio-communications,3125000,2005-01-18
/organization/austin-ventures,/organization/alterpoint,4000000,2005-01-18
/organization/bluestream-ventures,/organization/fieldglass,2750000,2005-01-18
/organization/starvest-partners,/organization/fieldglass,2750000,2005-01-18
/organization/hlm-venture-partners,/organization/fieldglass,2750000,2005-01-18
/organization/castile-ventures,/organization/ahura-scientific,2000000,2005-01-19
/organization/gf-private-equity,/organization/ahura-scientific,2000000,2005-01-19
/organization/southern-ute,/organization/ahura-scientific,2000000,2005-01-19
/organization/new-atlantic-ventures,/organization/massive,2000000,2005-01-19
/organization/rre-ventures,/organization/massive,2000000,2005-01-19
/organization/neocarta-ventures,/organization/massive,2000000,2005-01-19
/organization/newlight-management,/organization/massive,2000000,2005-01-19
/organization/dfj-gotham-ventures,/organization/massive,2000000,2005-01-19
/organization/velocity-interactive-group-2,/organization/ahura-scientific,2000000,2005-01-19
/organization/arch-venture-partners,/organization/ahura-scientific,2000000,2005-01-19
/organization/birchmere-ventures,/organization/be-here,5000000,2005-01-19
/organization/ovp-venture-partners,/organization/safeharbor-technology,1666666,2005-01-20
/organization/wheatley-partners,/organization/safeharbor-technology,1666666,2005-01-20
/organization/covestco,/organization/safeharbor-technology,1666666,2005-01-20
/organization/jerusalem-global-ventures,/organization/lumus,3000000,2005-01-24
/organization/intel-capital,/organization/venturi-wireless,2000000,2005-01-24
/organization/infinity,/organization/nextnine,1250000,2005-01-24
/organization/motorola-solutions-venture-capital,/organization/lumus,3000000,2005-01-24
/organization/summit-partners,/organization/b-w-tek,20000000,2005-01-24
/organization/interwest-partners,/organization/venturi-wireless,2000000,2005-01-24
/organization/hunter-capital-group,/organization/ondax,666666,2005-01-24
/organization/storm-ventures,/organization/venturi-wireless,2000000,2005-01-24
/organization/horizon-ventures,/organization/venturi-wireless,2000000,2005-01-24
/organization/shannon-development-company,/organization/accendo-technologies,1560000,2005-01-25
/organization/amidzad-partners,/organization/litescape-technologies,1875000,2005-01-25
/organization/bdc-venture-capital,/organization/double-take-software-canada,3770000,2005-01-25
/organization/desjardins-venture-capital,/organization/double-take-software-canada,3770000,2005-01-25
/organization/ventures-west,/organization/double-take-software-canada,3770000,2005-01-25
/organization/bioadvance,/organization/melior-discovery,500000,2005-01-25
/organization/gryphon-management-partners,/organization/path-1,2780000,2005-01-26
/organization/smac-partners,/organization/razz,1000000,2005-01-26
/organization/sigma-partners,/organization/sychron-advanced-technologies,5000000,2005-01-27
/organization/h-i-g-ventures,/organization/invistics,1666666,2005-01-28
/organization/scp-partners,/organization/clear-story,1100000,2005-01-28
/organization/intersouth-partners,/organization/invistics,1666666,2005-01-28
/organization/imlay-investments,/organization/invistics,1666666,2005-01-28
/organization/xenia-venture-capital,/organization/arcos-technologies,500000,2005-01-30
/organization/crosspoint-venture-partners,/organization/wherenet,1000000,2005-01-31
/organization/bay-partners,/organization/wherenet,1000000,2005-01-31
/organization/crescendo-ventures,/organization/wherenet,1000000,2005-01-31
/organization/rre-ventures,/organization/vieo,5000000,2005-01-31
/organization/highland-capital-partners,/organization/smartlink-radio-networks,5000000,2005-01-31
/organization/invesco-perpetual,/organization/vieo,5000000,2005-01-31
/organization/rho-capital-ventures,/organization/vieo,5000000,2005-01-31
/organization/key-venture-partners,/organization/smartlink-radio-networks,5000000,2005-01-31
/organization/quester-capital,/organization/critical-pharmaceuticals,700000,2005-01-31
/organization/august-capital,/organization/devicescape,3050000,2005-01-31
/organization/invesco-perpetual,/organization/wherenet,1000000,2005-01-31
/organization/foundation-capital,/organization/wherenet,1000000,2005-01-31
/organization/general-catalyst-partners,/organization/smartlink-radio-networks,5000000,2005-01-31
/organization/applied-ventures,/organization/devicescape,3050000,2005-01-31
/organization/inter-atlantic-group,/organization/avalon-healthcare-holdings,4860000,2005-02-01
/organization/matrix-partners,/organization/blue-lane-technologies,6700000,2005-02-01
/organization/sequoia-capital,/organization/cafepress,14000000,2005-02-01
/organization/3i-group,/organization/bluelithium,5750000,2005-02-01
/organization/palomar-ventures,/organization/gamma-enterprise-technologies,3100000,2005-02-01
/organization/allen-and-company,/organization/musicgremlin,8600000,2005-02-01
/organization/tvm-capital,/organization/aventeon,1666666,2005-02-01
/organization/benchmark,/organization/blue-lane-technologies,6700000,2005-02-01
/organization/intel-capital,/organization/aventeon,1666666,2005-02-01
/organization/waldenvc,/organization/bluelithium,5750000,2005-02-01
/organization/novartis-venture-fund,/organization/covalys-biosciences,863333,2005-02-01
/organization/3i-group,/organization/aventeon,1666666,2005-02-01
/organization/vi-partners,/organization/covalys-biosciences,863333,2005-02-01
/organization/erfindungs-verwertung,/organization/covalys-biosciences,863333,2005-02-01
/organization/porton-group,/organization/smart-holograms,6790000,2005-02-01
/organization/newspring-capital,/organization/wuxi-apptec,5500000,2005-02-01
/organization/arrowpath-venture-partners,/organization/gamma-enterprise-technologies,3100000,2005-02-01
/organization/yfm-venture-finance,/organization/celltran,470000,2005-02-01
/organization/commerce-health-capital,/organization/wuxi-apptec,5500000,2005-02-01
/organization/wellington-partners,/organization/safe-id-solutions,4550000,2005-02-02
/organization/oak-investment-partners,/organization/talisma,7070000,2005-02-02
/organization/inovia-capital,/organization/callio-technologies,625000,2005-02-02
/organization/poalim-ventures,/organization/red-bend-software,2000000,2005-02-02
/organization/infinity-equity,/organization/red-bend-software,2000000,2005-02-02
/organization/best-funds,/organization/assetmetrix-corporation,3000000,2005-02-02
/organization/atlas-venture,/organization/safe-id-solutions,4550000,2005-02-02
/organization/innovatech-qubec,/organization/callio-technologies,625000,2005-02-02
/organization/basf-venture-capital,/organization/cavis-microcaps,0,2005-02-03
/organization/index-ventures,/organization/securewave,1950000,2005-02-03
/organization/inventages-venture-capital-investment-inc,/organization/cavis-microcaps,0,2005-02-03
/organization/mangrove-capital-partners,/organization/securewave,1950000,2005-02-03
/organization/cisco,/organization/corvil,6493333,2005-02-04
/organization/austria-wirtschaftsservice,/organization/semanticlabs,1166220,2005-02-05
/organization/naxicap-partners,/organization/sagge,580000,2005-02-07
/organization/canaan-partners,/organization/mobilitec,3025000,2005-02-07
/organization/accel-partners,/organization/webroot,36000000,2005-02-07
/organization/rre-ventures,/organization/frictionless-commerce,1550000,2005-02-07
/organization/logispring,/organization/xterprise-solutions,2000000,2005-02-07
/organization/lake-street-capital,/organization/frictionless-commerce,1550000,2005-02-07
/organization/eqvitec-partners-oy,/organization/codenomicon-ltd,1800000,2005-02-07
/organization/mayfield-fund,/organization/webroot,36000000,2005-02-07
/organization/prime-technology-ventures,/organization/codenomicon-ltd,1800000,2005-02-07
/organization/aig-orion,/organization/mobilitec,3025000,2005-02-07
/organization/draper-richards,/organization/frictionless-commerce,1550000,2005-02-07
/organization/duchossois-technology-partners,/organization/mobilitec,3025000,2005-02-07
/organization/technology-crossover-ventures,/organization/webroot,36000000,2005-02-07
/organization/polaris-partners,/organization/frictionless-commerce,1550000,2005-02-07
/organization/lucent-venture-partners,/organization/mobilitec,3025000,2005-02-07
/organization/advent-international,/organization/gfg-group,1000000,2005-02-08
/organization/wellcome-trust,/organization/five-prime-therapeutics,4500000,2005-02-08
/organization/advanced-technology-ventures,/organization/five-prime-therapeutics,4500000,2005-02-08
/organization/j-p-morgan-securities-inc,/organization/five-prime-therapeutics,4500000,2005-02-08
/organization/direct-capital-private-equity,/organization/gfg-group,1000000,2005-02-08
/organization/healthcap,/organization/five-prime-therapeutics,4500000,2005-02-08
/organization/diamond-capital-company,/organization/five-prime-therapeutics,4500000,2005-02-08
/organization/domain-associates,/organization/five-prime-therapeutics,4500000,2005-02-08
/organization/capital-resource-partners,/organization/intervalzero,10000000,2005-02-08
/organization/singapore-bio-innovations,/organization/five-prime-therapeutics,4500000,2005-02-08
/organization/columbia-partners-private-capital,/organization/ibiquity-digital-corporation,0,2005-02-08
/organization/texas-pacific-group,/organization/five-prime-therapeutics,4500000,2005-02-08
/organization/william-blair-new-world-ventures,/organization/vericept,3125000,2005-02-09
/organization/sequel,/organization/vericept,3125000,2005-02-09
/organization/globespan-capital-partners,/organization/vericept,3125000,2005-02-09
/organization/charles-river-ventures,/organization/secure-software,3083333,2005-02-10
/organization/carlyle-group,/organization/lvl7-systems,3500000,2005-02-10
/organization/updata-partners,/organization/secure-software,3083333,2005-02-10
/organization/h-i-g-ventures,/organization/lvl7-systems,3500000,2005-02-10
/organization/research-triangle-ventures,/organization/lvl7-systems,3500000,2005-02-10
/organization/valhalla-partners,/organization/secure-software,3083333,2005-02-10
/organization/ngen-ventures,/organization/pionetics,2133333,2005-02-10
/organization/firelake-capital-management,/organization/pionetics,2133333,2005-02-10
/organization/epcor-water-services,/organization/pionetics,2133333,2005-02-10
/organization/us-venture-partners,/organization/lvl7-systems,3500000,2005-02-10
/organization/lighthouse-capital-partners,/organization/lvl7-systems,3500000,2005-02-10
/organization/gabriel-venture-partners,/organization/lvl7-systems,3500000,2005-02-10
/organization/aster-capital,/organization/microbridge-technologies-canada,916666,2005-02-11
/organization/bdc-venture-capital,/organization/microbridge-technologies-canada,916666,2005-02-11
/organization/lothian-partners,/organization/microbridge-technologies-canada,916666,2005-02-11
/organization/innovatech-qubec,/organization/microbridge-technologies-canada,916666,2005-02-11
/organization/zon-capital-partners,/organization/microbridge-technologies-canada,916666,2005-02-11
/organization/fonds-de-solidarit-ftq,/organization/microbridge-technologies-canada,916666,2005-02-11
/organization/catamount-ventures,/organization/esilicon,1875000,2005-02-14
/organization/crossbidge-venture-partners,/organization/esilicon,1875000,2005-02-14
/organization/nif-smbc-ventures,/organization/esilicon,1875000,2005-02-14
/organization/lightspeed-venture-partners,/organization/traverse-networks,2125000,2005-02-14
