investor,company,weight,date
/person/james-hong,/organization/cardpool,0,2010-01-01
/person/mitch-kapor,/organization/inkling-systems,308333,2010-01-01
/organization/dreamit-ventures,/organization/sqoot,15000,2010-01-01
/organization/kima-ventures,/organization/scoville,133333,2010-01-01
/organization/kaiser-permanente,/organization/free-clear,3333333,2010-01-01
/organization/azione-capital-pte-ltd,/organization/asker,25000,2010-01-01
/person/dave-goldberg,/organization/small-demons,125000,2010-01-01
/organization/matrix-partners-china,/organization/xageek,219619,2010-01-01
/person/hank-vigil,/organization/pinterest,38461,2010-01-01
/organization/founders-fund,/organization/carwoo,21428,2010-01-01
/organization/simon-venture-group,/organization/shopkick,833333,2010-01-01
/organization/idg-capital-partners,/organization/51edu,0,2010-01-01
/organization/thetime,/organization/united-parents-online-ltd,450000,2010-01-01
/organization/andreessen-horowitz,/organization/top-prospect,0,2010-01-01
/organization/kleiner-perkins-caufield-byers,/organization/five-minutes,0,2010-01-01
/person/raj-sandhu,/organization/futureadvisor,142857,2010-01-01
/organization/mirae-asset-venture-investment,/organization/ium,430386,2010-01-01
/person/brendan-wallace,/organization/identified-com,88235,2010-01-01
/organization/sirius-venture-partners,/organization/autodisplay,0,2010-01-01
/organization/plug-and-play-ventures,/organization/beesphere,0,2010-01-01
/organization/speedup-investments,/organization/smartzilla,0,2010-01-01
/organization/sony-entertainment-network,/organization/rcdb,5000000,2010-01-01
/organization/tech-wildcatters,/organization/key-ring,0,2010-01-01
/person/shervin-pishevar,/organization/hitpost,0,2010-01-01
/organization/alphalab,/organization/skill-life,0,2010-01-01
/person/david-richmond,/organization/datasift,750000,2010-01-01
/person/felix-haas,/organization/lingoking,0,2010-01-01
/person/jeff-fluhr,/organization/civicsolar,75833,2010-01-01
/person/mitch-kapor,/organization/vittana,0,2010-01-01
/person/m-cem-sertoglu,/organization/wikimart-ru,0,2010-01-01
/organization/fidelity-growth-partners-asia,/organization/isoftstone,0,2010-01-01
