investor,company,weight,date
/organization/cdti,/organization/linkovery,580629,2011-10-01
/organization/tencent-industry-win-win-fund,/organization/kaixin,100000000,2011-10-01
/person/barney-pell,/organization/fosdev,0,2011-10-01
/organization/tencent,/organization/origami-labs,78947,2011-10-01
/organization/xg-ventures,/organization/chartboost,666666,2011-10-01
/organization/sosv,/organization/storyful,0,2011-10-01
/organization/unltd,/organization/patients-know-best,40000,2011-10-01
/organization/angelpad,/organization/shoplogic,250000,2011-10-01
/person/gil-penchina,/organization/flowdock,130000,2011-10-01
/person/david-cohen,/organization/red-rover,104500,2011-10-01
/organization/in-q-tel,/organization/looxcie,0,2011-10-01
/organization/highland-capital-partners,/organization/opensky,7500000,2011-10-01
/organization/kima-ventures,/organization/joshfire,67467,2011-10-01
/organization/start-up-chile,/organization/aventones,40000,2011-10-01
/organization/fabernovel,/organization/joshfire,67467,2011-10-01
/organization/axventures-pymar-fund,/organization/cupoint,700000,2011-10-01
/organization/value-creation-company,/organization/carerix,0,2011-10-01
/organization/andreessen-horowitz,/organization/origami-labs,78947,2011-10-01
/organization/shanda-capital,/organization/talkbox-voice-messenger,0,2011-10-01
/person/adrian-aoun,/organization/origami-labs,78947,2011-10-01
/person/massimiliano-pellegrini,/organization/insparq-com,0,2011-10-01
/organization/pitango-venture-capital,/organization/shaker,2142857,2011-10-01
/organization/redpoint-ventures,/organization/youbei-game,1000000,2011-10-01
/organization/eniac-ventures,/organization/ginger-io,170000,2011-10-01
/organization/bayern-kapital,/organization/commercetools,0,2011-10-01
/person/klaus-wecken,/organization/commercetools,0,2011-10-01
/organization/kapor-capital,/organization/ginger-io,170000,2011-10-01
/organization/rbc-venture-partners,/organization/kinetic-social,3000000,2011-10-01
/organization/providence-equity-partners,/organization/opensky,7500000,2011-10-01
/person/james-joaquin,/organization/ginger-io,170000,2011-10-01
/organization/idg-ventures-usa,/organization/flowdock,130000,2011-10-01
/organization/grupo-intercom,/organization/theroutebox,81018,2011-10-01
/organization/afsquare,/organization/shaker,2142857,2011-10-01
/organization/venture51,/organization/ginzametrics,325000,2011-10-01
/person/bill-warner,/organization/ginger-io,170000,2011-10-01
/organization/soma-capital,/organization/shaker,2142857,2011-10-01
/organization/caixa-capital,/organization/genmedica-therapeutics,2025450,2011-10-01
/organization/wiseed,/organization/intuilab,809610,2011-10-01
/organization/bright-capital,/organization/odin,0,2011-10-01
/person/karl-jacob,/organization/kichit,66666,2011-10-01
/organization/tencent,/organization/waddle,0,2011-10-01
/person/richard-dale,/organization/ginger-io,170000,2011-10-01
/organization/kima-ventures,/organization/shoette,67478,2011-10-01
/person/steven-j-maslak,/organization/cleanedison,300000,2011-10-01
/organization/angelpad,/organization/frugalo,140000,2011-10-01
/organization/hic,/organization/ypx-cayman-holdings,6666666,2011-10-01
/person/ken-keller,/organization/origami-labs,78947,2011-10-01
/person/fabrice-grinda,/organization/tienda-nube,0,2011-10-01
/person/joe-gatto,/organization/fosdev,0,2011-10-01
/person/marten-mickos,/organization/flowdock,130000,2011-10-01
/organization/y-combinator,/organization/origami-labs,78947,2011-10-01
/person/joe-lonsdale,/organization/kichit,66666,2011-10-01
/person/aman-thapar,/organization/ginzametrics,325000,2011-10-01
/person/aayush-phumbhra,/organization/origami-labs,78947,2011-10-01
/person/jeff-miller-3,/organization/ginzametrics,325000,2011-10-01
/organization/vf-venture,/organization/codegroup,0,2011-10-01
/organization/angelpad,/organization/prizzm,0,2011-10-01
/organization/greylock,/organization/origami-labs,78947,2011-10-01
/organization/menlo-ventures,/organization/shaker,2142857,2011-10-01
/organization/launchcapital,/organization/ginger-io,170000,2011-10-01
/organization/crunchfund,/organization/flowdock,130000,2011-10-01
/person/naval-ravikant,/organization/flowdock,130000,2011-10-01
/person/marc-penkala,/organization/kuponjo,45010,2011-10-01
/person/mark-friedgan,/organization/insparq-com,0,2011-10-01
/organization/gsr-ventures-management,/organization/vipstore-com,0,2011-10-01
/organization/midi-capital,/organization/intuilab,809610,2011-10-01
/person/gigi-levy,/organization/stevie,200000,2011-10-01
/organization/astutia-ventures,/organization/commercetools,0,2011-10-01
/person/shan-mehta,/organization/kichit,66666,2011-10-01
/organization/the-raine-group,/organization/opensky,7500000,2011-10-01
/person/troy-carter,/organization/shaker,2142857,2011-10-01
/organization/yamas-ventures-gmbh,/organization/kuponjo,45010,2011-10-01
/organization/angelpad,/organization/likeandy,0,2011-10-01
/organization/ojas-venture-partners,/organization/telibrahma,0,2011-10-01
/organization/soestdijk-capital,/organization/carerix,0,2011-10-01
/organization/uninvest,/organization/genmedica-therapeutics,2025450,2011-10-01
/organization/china-equity,/organization/eayun,0,2011-10-01
/organization/moraun-investments,/organization/vipstore-com,0,2011-10-01
/person/ty-curry,/organization/ginger-io,170000,2011-10-01
/organization/tomorrow-ventures,/organization/windgen-power-products,0,2011-10-01
/organization/innovation-endeavors,/organization/shaker,2142857,2011-10-01
/person/blake-krikorian,/organization/origami-labs,78947,2011-10-01
/organization/legend-capital,/organization/gaopeng,7500000,2011-10-01
/organization/helion-venture-partners,/organization/hoopos-com,0,2011-10-01
/organization/bullnet-gestion,/organization/kdpof,0,2011-10-01
/person/walt-winshall,/organization/ginger-io,170000,2011-10-01
