	investor	{'date': 'invest_date', 'weight': 'company'}
73467	/person/gilles-martin	{'date': '2010-05-31', 'weight': '/organization/geodruid'}
28990	/organization/ecapital-entrepreneurial-partners-ag	{'date': '2010-06-11', 'weight': '/organization/svh24-de'}
4021	/organization/y-combinator	{'date': '2010-06-01', 'weight': '/organization/indinero'}
93255	/organization/venrock	{'date': '2010-06-03', 'weight': '/organization/zeltiq-aesthetics'}
65528	/organization/ascent-venture-partners	{'date': '2010-05-18', 'weight': '/organization/strikeiron'}
26577	/organization/r-capital	{'date': '2010-06-14', 'weight': '/organization/picochip'}
88485	/organization/vertex-venture-capital	{'date': '2010-05-27', 'weight': '/organization/multiphy-networks'}
50649	/organization/fonds-stratgique-dinvestissement	{'date': '2010-05-05', 'weight': '/organization/inside-secure'}
7519	/organization/cisco	{'date': '2010-06-09', 'weight': '/organization/soonr'}
32303	/person/alex-moore	{'date': '2010-06-28', 'weight': '/organization/ownlocal'}
74836	/organization/augmentum-capital	{'date': '2010-06-01', 'weight': '/organization/bullionvault'}
74839	/organization/freedom-factory-studios	{'date': '2010-06-10', 'weight': '/organization/baobab-planet'}
100388	/organization/bdc-venture-capital	{'date': '2010-05-28', 'weight': '/organization/blueprint-software-systems'}
92896	/organization/venrock	{'date': '2010-05-27', 'weight': '/organization/teranetics'}
55902	/person/dustin-moskovitz	{'date': '2010-05-07', 'weight': '/organization/venmo'}
40025	/organization/great-oaks-venture-capital	{'date': '2010-06-30', 'weight': '/organization/modcloth'}
98488	/organization/scientipole-initiative	{'date': '2010-05-31', 'weight': '/organization/geodruid'}
84861	/person/basile-schlumberger	{'date': '2010-05-19', 'weight': '/organization/prestashop'}
25660	/organization/the-ontario-capital-growth	{'date': '2010-05-27', 'weight': '/organization/energate'}
55585	/organization/saints-capital	{'date': '2010-06-16', 'weight': '/organization/kxen'}
75720	/person/jeffrey-tinsley	{'date': '2010-05-18', 'weight': '/organization/titan-gaming'}
25442	/person/steve-case	{'date': '2010-06-07', 'weight': '/organization/open-places'}
26155	/person/steve-anderson	{'date': '2010-06-28', 'weight': '/organization/ownlocal'}
88020	/organization/montreaux-equity-partners	{'date': '2010-06-10', 'weight': '/organization/avantis-medical-systems'}
