	investor	{'date': 'invest_date', 'weight': 'company'}
35232	/person/thomas-korte	{'date': '2011-12-01', 'weight': '/organization/idonethis'}
16075	/organization/intersouth-partners	{'date': '2011-11-14', 'weight': '/organization/simplifymd'}
4025	/person/rohan-oza	{'date': '2011-12-10', 'weight': '/organization/ecomom'}
5921	/organization/vf-venture	{'date': '2011-12-19', 'weight': '/organization/fluxome'}
88713	/organization/accel-india-ventures	{'date': '2011-12-01', 'weight': '/organization/perfint-healthcare'}
78852	/person/eduardo-saverin	{'date': '2011-11-02', 'weight': '/organization/shopsavvy'}
11383	/organization/general-catalyst-partners	{'date': '2011-12-20', 'weight': '/organization/stion-corporation'}
89173	/person/zach-aarons	{'date': '2011-11-01', 'weight': '/organization/fondu'}
55299	/organization/southern-capitol-ventures	{'date': '2011-12-07', 'weight': '/organization/weddingwire-inc'}
22263	/organization/tencent-industry-win-win-fund	{'date': '2011-12-01', 'weight': '/organization/l99-com'}
93781	/person/michael-solomon	{'date': '2011-12-07', 'weight': '/organization/tagasauris'}
32653	/person/nitin-khanna	{'date': '2011-12-22', 'weight': '/organization/cloudability'}
43877	/person/yuri-milner	{'date': '2011-11-02', 'weight': '/organization/freshplum'}
2132	/person/adii-pienaar	{'date': '2011-12-20', 'weight': '/organization/buffer'}
43187	/organization/bright-capital	{'date': '2011-12-01', 'weight': '/organization/transphorm'}
101161	/organization/crowdcube	{'date': '2011-11-14', 'weight': '/organization/civilisedmoney'}
23847	/organization/idg-capital-partners	{'date': '2011-12-01', 'weight': '/organization/91-wireless'}
31917	/person/aayush-phumbhra	{'date': '2011-11-18', 'weight': '/organization/uservoice'}
2318	/organization/intel-capital	{'date': '2011-11-01', 'weight': '/organization/snsplus'}
43373	/organization/sv-angel	{'date': '2011-12-02', 'weight': '/organization/science-exchange'}
57724	/organization/acequia-capital	{'date': '2011-11-07', 'weight': '/organization/clipboard'}
77767	/organization/texas-venture-labs	{'date': '2011-12-20', 'weight': '/organization/physicians-angels'}
100703	/organization/crosslink-capital	{'date': '2011-11-08', 'weight': '/organization/comprehend-systems'}
61032	/organization/seed-capital-fund	{'date': '2011-11-01', 'weight': '/organization/roozz-com'}
80073	/organization/sv-angel	{'date': '2011-11-02', 'weight': '/organization/fullscreen'}
98461	/person/lilian-samartino	{'date': '2011-11-22', 'weight': '/organization/xoom'}
63731	/organization/menlo-ventures	{'date': '2011-11-08', 'weight': '/organization/comprehend-systems'}
100945	/organization/motorola-mobility	{'date': '2011-12-05', 'weight': '/organization/mfoundry'}
56835	/person/naguib-sawiris	{'date': '2011-11-15', 'weight': '/organization/graphdive'}
97337	/organization/high-line-venture-partners	{'date': '2011-11-01', 'weight': '/organization/incident-technologies'}
28857	/person/jeff-pulver	{'date': '2011-12-01', 'weight': '/organization/nprogress'}
74120	/organization/lerer-ventures	{'date': '2011-11-10', 'weight': '/organization/dispatch'}
15527	/organization/blazer-ventures	{'date': '2011-11-01', 'weight': '/organization/fondu'}
90823	/organization/chevron-technology-ventures	{'date': '2011-12-13', 'weight': '/organization/bitzer-mobile'}
63931	/person/ken-landis	{'date': '2011-11-02', 'weight': '/organization/artsicle'}
2442	/person/ty-danco	{'date': '2011-12-01', 'weight': '/organization/healthrally'}
32934	/organization/chart-venture-partners	{'date': '2011-12-27', 'weight': '/organization/remotereality'}
46268	/organization/charles-river-ventures	{'date': '2011-11-14', 'weight': '/organization/emergent-payments'}
42903	/person/tobias-lutke	{'date': '2011-11-01', 'weight': '/organization/dueprops'}
46792	/organization/ceva	{'date': '2011-11-22', 'weight': '/organization/eyesight-mobile-technologies'}
38435	/person/kevin-henrikson	{'date': '2011-12-09', 'weight': '/organization/gain-fitness'}
93925	/organization/matrix-partners-china	{'date': '2011-12-01', 'weight': '/organization/huoli'}
65500	/person/max-levchin	{'date': '2011-11-02', 'weight': '/organization/kaggle'}
65804	/organization/nippon-venture-capital	{'date': '2011-12-22', 'weight': '/organization/metaps'}
24888	/organization/kyosei-ventures	{'date': '2011-11-18', 'weight': '/organization/mixrank'}
7869	/organization/queen-city-angels	{'date': '2011-12-02', 'weight': '/organization/define-my-style'}
55297	/person/lance-white	{'date': '2011-12-07', 'weight': '/organization/iron-io'}
102443	/person/jay-gould	{'date': '2011-12-20', 'weight': '/organization/buffer'}
50210	/organization/various	{'date': '2011-12-20', 'weight': '/organization/keas'}
41902	/organization/xg-ventures	{'date': '2011-12-01', 'weight': '/organization/graffiti'}
21921	/organization/cyberagent	{'date': '2011-11-01', 'weight': '/organization/roomclip'}
44249	/organization/venture51	{'date': '2011-12-22', 'weight': '/organization/incredible-labs'}
48565	/organization/500-startups	{'date': '2011-12-01', 'weight': '/organization/unbounce'}
54885	/person/david-tisch	{'date': '2011-12-10', 'weight': '/organization/romotive'}
7786	/organization/innovation-works	{'date': '2011-12-21', 'weight': '/organization/pittsburgh-iron-oxides-pirox'}
40983	/organization/kizoo	{'date': '2011-11-11', 'weight': '/organization/tamyca'}
46864	/person/shoa-kai-liu-2	{'date': '2011-11-30', 'weight': '/organization/graymatics'}
75058	/organization/prospect-venture-partners	{'date': '2011-11-08', 'weight': '/organization/dfine-inc'}
58988	/person/crowdfunding-through-seedmatch	{'date': '2011-12-01', 'weight': '/organization/gini'}
7261	/person/ben-ling	{'date': '2011-12-30', 'weight': '/organization/chickrx'}
82449	/person/maneesh-k-arora	{'date': '2011-12-20', 'weight': '/organization/buffer'}
15136	/organization/sv-angel	{'date': '2011-12-12', 'weight': '/organization/vayable'}
2634	/person/guy-kawasaki	{'date': '2011-12-20', 'weight': '/organization/buffer'}
2684	/organization/shenzhen-capital-group	{'date': '2011-11-01', 'weight': '/organization/hunan-meijing-creative-exhibition-display-co-ltd'}
84677	/organization/jaina-capital	{'date': '2011-11-01', 'weight': '/organization/zooz'}
86563	/organization/bendigo-partners	{'date': '2011-11-28', 'weight': '/organization/binary-event-network'}
40188	/person/amish-jani	{'date': '2011-11-30', 'weight': '/organization/newscred'}
15714	/organization/3ts-capital-partners	{'date': '2011-12-06', 'weight': '/organization/eift'}
33217	/organization/newion-investments	{'date': '2011-12-01', 'weight': '/organization/ides-technologies'}
53274	/person/ron-conway	{'date': '2011-11-01', 'weight': '/organization/ark'}
53514	/organization/mobile-internet-capital	{'date': '2011-12-05', 'weight': '/organization/gainspan'}
49949	/organization/social-leverage	{'date': '2011-12-01', 'weight': '/organization/unbounce'}
76620	/person/david-eisner-2	{'date': '2011-11-01', 'weight': '/organization/seva-search'}
48097	/organization/montreaux-equity-partners	{'date': '2011-11-08', 'weight': '/organization/pivot-medical'}
13051	/organization/b-dash-ventures	{'date': '2011-12-15', 'weight': '/organization/oh-my-glasses'}
3534	/person/peter-bordes	{'date': '2011-12-20', 'weight': '/organization/buffer'}
76395	/person/rick-webb	{'date': '2011-11-03', 'weight': '/organization/docracy'}
89966	/organization/northzone-ventures	{'date': '2011-12-15', 'weight': '/organization/the-online-backup-company'}
94540	/organization/greenspring-associates	{'date': '2011-11-01', 'weight': '/organization/sensors-for-medicine-and-science'}
54371	/person/paul-buchheit	{'date': '2011-11-08', 'weight': '/organization/comprehend-systems'}
54682	/organization/ace-and-company	{'date': '2011-12-01', 'weight': '/organization/carwoo'}
40320	/organization/bain-capital-2	{'date': '2011-12-01', 'weight': '/organization/smart-3'}
80695	/person/frank-biondi	{'date': '2011-12-21', 'weight': '/organization/spreecast'}
62249	/organization/western-technology-investment	{'date': '2011-12-19', 'weight': '/organization/appconomy'}
99739	/organization/quest-venture-partners	{'date': '2011-11-29', 'weight': '/organization/highlightcam'}
54086	/organization/aol-ventures	{'date': '2011-12-19', 'weight': '/organization/appssavvy'}
44424	/organization/kbs-p-ventures	{'date': '2011-12-01', 'weight': '/organization/snowball-factory'}
40962	/organization/crunchfund	{'date': '2011-11-08', 'weight': '/organization/punchtab'}
59588	/organization/y-combinator	{'date': '2011-11-18', 'weight': '/organization/mixrank'}
48419	/organization/canada-media-fund	{'date': '2011-12-12', 'weight': '/organization/comic-reply'}
23059	/organization/sarsia-seed-management	{'date': '2011-11-10', 'weight': '/organization/apim-therapeutics'}
79620	/organization/firstmark-capital	{'date': '2011-11-04', 'weight': '/organization/lot18'}
31697	/organization/texas-venture-labs	{'date': '2011-12-20', 'weight': '/organization/agilelaw'}
23501	/person/lisa-gansky	{'date': '2011-12-01', 'weight': '/organization/side-cr'}
92466	/person/roy-rodenstein	{'date': '2011-11-10', 'weight': '/organization/shareaholic'}
103399	/organization/vf-venture	{'date': '2011-11-01', 'weight': '/organization/leaneco'}
67695	/organization/maveron	{'date': '2011-12-14', 'weight': '/organization/trupanion'}
27614	/organization/sri-international	{'date': '2011-12-01', 'weight': '/organization/tempo-ai-sri-spin-off-m'}
29389	/organization/broadview-ventures	{'date': '2011-12-19', 'weight': '/organization/cardialen'}
92346	/person/fabio-pezzotti	{'date': '2011-12-30', 'weight': '/organization/cibando'}
76359	/organization/north-west-fund	{'date': '2011-12-23', 'weight': '/organization/interrisk-solutions'}
75171	/organization/kleiner-perkins-caufield-byers	{'date': '2011-12-08', 'weight': '/organization/diy-co'}
46011	/organization/venturetech-alliance	{'date': '2011-12-20', 'weight': '/organization/stion-corporation'}
76156	/organization/niagara-angel-network	{'date': '2011-12-15', 'weight': '/organization/maintenance-assistant'}
29101	/person/joschua-schachter	{'date': '2011-11-08', 'weight': '/organization/tinkercad'}
66341	/organization/matrix-partners-china	{'date': '2011-11-01', 'weight': '/organization/snsplus'}
23619	/organization/financial-partners-fund	{'date': '2011-12-08', 'weight': '/organization/bill-com'}
80595	/person/don-sanders	{'date': '2011-12-01', 'weight': '/organization/bypass-lane'}
66987	/organization/upfront-ventures	{'date': '2011-11-30', 'weight': '/organization/burstly'}
100395	/person/gordon-paddison	{'date': '2011-12-20', 'weight': '/organization/buffer'}
82054	/organization/stonebridge-capital	{'date': '2011-12-01', 'weight': '/organization/socialinus'}
23614	/organization/sosv	{'date': '2011-12-13', 'weight': '/organization/collaborate-com'}
72388	/organization/techammer	{'date': '2011-11-02', 'weight': '/organization/kaggle'}
1375	/organization/healthcare-ventures	{'date': '2011-11-08', 'weight': '/organization/mosaic-biosciences'}
88964	/organization/oca-ventures	{'date': '2011-11-01', 'weight': '/organization/brightnest'}
4848	/organization/crystal-horse-investments	{'date': '2011-11-01', 'weight': '/organization/ocision'}
72386	/organization/start-up-chile	{'date': '2011-11-11', 'weight': '/organization/motion-displays'}
35936	/person/jason-goodrich	{'date': '2011-12-01', 'weight': '/organization/shortlist'}
55334	/person/andrew-bachman	{'date': '2011-11-01', 'weight': '/organization/seva-search'}
52819	/organization/techstars	{'date': '2011-11-01', 'weight': '/organization/bluebox-now'}
84867	/organization/detroit-venture-partners	{'date': '2011-11-28', 'weight': '/organization/stylecaster'}
51165	/organization/vf-venture	{'date': '2011-12-01', 'weight': '/organization/global-top-level'}
88499	/organization/sunbridge-global-ventures	{'date': '2011-12-01', 'weight': '/organization/peatix'}
96156	/person/todd-warren	{'date': '2011-12-01', 'weight': '/organization/highlighter'}
96308	/person/sam-altman	{'date': '2011-12-02', 'weight': '/organization/science-exchange'}
88491	/organization/ff-venture-capital	{'date': '2011-12-29', 'weight': '/organization/glucovista'}
24706	/person/takeo-ozawa	{'date': '2011-11-01', 'weight': '/organization/crowdworks'}
73095	/person/mark-cuban	{'date': '2011-12-13', 'weight': '/organization/brotips'}
32820	/organization/scottish-widows-investment-partnership	{'date': '2011-12-16', 'weight': '/organization/radius-health'}
32646	/organization/rock-health	{'date': '2011-12-05', 'weight': '/organization/senstore'}
96775	/organization/atomico	{'date': '2011-12-20', 'weight': '/organization/ge-tt'}
51294	/organization/innovation-endeavors	{'date': '2011-12-06', 'weight': '/organization/healthtap'}
25057	/person/andrew-thornton	{'date': '2011-12-07', 'weight': '/organization/touchtype'}
52256	/organization/foundry-group	{'date': '2011-12-01', 'weight': '/organization/snowball-factory'}
96527	/organization/longwood-founders-fund	{'date': '2011-11-11', 'weight': '/organization/verastem'}
56593	/organization/avaco	{'date': '2011-12-20', 'weight': '/organization/stion-corporation'}
11181	/organization/tech-coast-angels	{'date': '2011-12-31', 'weight': '/organization/inhance-media'}
390	/organization/tiger-global	{'date': '2011-11-01', 'weight': '/organization/dinomarket'}
22012	/organization/start-up-chile	{'date': '2011-12-16', 'weight': '/organization/kodkod'}
74007	/organization/venture51	{'date': '2011-11-01', 'weight': '/organization/meeps'}
10976	/person/venky-harinarayan	{'date': '2011-11-08', 'weight': '/organization/punchtab'}
11289	/organization/great-oaks-venture-capital	{'date': '2011-11-02', 'weight': '/organization/artsicle'}
39004	/organization/saatchinvest	{'date': '2011-11-01', 'weight': '/organization/thngy'}
69347	/person/kristopher-b-jones	{'date': '2011-12-01', 'weight': '/organization/highlighter'}
78867	/organization/braveheart-investment-group	{'date': '2011-12-22', 'weight': '/organization/conjunct'}
18540	/organization/texas-venture-labs	{'date': '2011-12-20', 'weight': '/organization/vchain-solutions'}
25129	/person/hansi-hansmann	{'date': '2011-11-01', 'weight': '/organization/diagnosia'}
94308	/organization/kunzhong-capital	{'date': '2011-12-01', 'weight': '/organization/shenzhen-belter-health'}
51855	/organization/vesbridge-partners	{'date': '2011-11-07', 'weight': '/organization/enstratus'}
77623	/organization/sigma-west	{'date': '2011-12-19', 'weight': '/organization/mogl'}
22497	/organization/institutional-venture-partners	{'date': '2011-11-10', 'weight': '/organization/whale-shark-media'}
105014	/organization/namur-invest	{'date': '2011-12-01', 'weight': '/organization/auctelia'}
81610	/organization/mig-funds	{'date': '2011-11-09', 'weight': '/organization/affiris'}
99851	/organization/salesforce-ventures	{'date': '2011-11-07', 'weight': '/organization/urban-airship'}
93358	/person/ben-kepes	{'date': '2011-12-22', 'weight': '/organization/cloudability'}
64605	/person/stuart-hunter	{'date': '2011-11-01', 'weight': '/organization/ark'}
26383	/organization/mayfield-fund	{'date': '2011-11-16', 'weight': '/organization/marketo'}
96929	/organization/start-up-chile	{'date': '2011-11-03', 'weight': '/organization/judge-me'}
101026	/person/esther-dyson	{'date': '2011-12-01', 'weight': '/organization/healthrally'}
63051	/organization/august-capital-partners	{'date': '2011-11-01', 'weight': '/organization/homeunion-services'}
42937	/organization/upfront-ventures	{'date': '2011-12-01', 'weight': '/organization/snowball-factory'}
41913	/organization/globalbrain	{'date': '2011-11-18', 'weight': '/organization/mixrank'}
50322	/organization/georgian-angel-network	{'date': '2011-12-15', 'weight': '/organization/maintenance-assistant'}
69739	/organization/shenzhen-capital-group	{'date': '2011-12-01', 'weight': '/organization/jiemai-com'}
80109	/person/qamar-aziz	{'date': '2011-11-01', 'weight': '/organization/server-density'}
21930	/organization/tengelmann-ventures	{'date': '2011-12-08', 'weight': '/organization/neonga'}
46650	/person/matt-turck	{'date': '2011-11-10', 'weight': '/organization/dispatch'}
51910	/organization/aston-hill-financial	{'date': '2011-12-22', 'weight': '/organization/sterecycle'}
21935	/person/amos-wilnai	{'date': '2011-12-19', 'weight': '/organization/houzz'}
104653	/organization/aib-seed-capital	{'date': '2011-11-30', 'weight': '/organization/movidius'}
92930	/person/mark-naples	{'date': '2011-12-31', 'weight': '/organization/namely'}
62472	/organization/intel-capital	{'date': '2011-12-20', 'weight': '/organization/pixeon'}
9339	/organization/citrix-startup-accelerator	{'date': '2011-11-01', 'weight': '/organization/zeromail'}
48223	/organization/social-starts	{'date': '2011-11-10', 'weight': '/organization/minomonsters'}
3525	/person/peter-shankman	{'date': '2011-12-31', 'weight': '/organization/namely'}
10398	/organization/cultivian-ventures	{'date': '2011-11-18', 'weight': '/organization/harvest-automation'}
52745	/organization/enbridge	{'date': '2011-11-29', 'weight': '/organization/morgan-solar'}
58991	/organization/oca-ventures	{'date': '2011-12-05', 'weight': '/organization/power2switch'}
53290	/organization/foundation-asset-management-fam	{'date': '2011-12-22', 'weight': '/organization/bostonpower'}
14893	/person/steve-newcomb	{'date': '2011-12-31', 'weight': '/organization/famo-us'}
53721	/organization/seed-capital-de-bizkaia	{'date': '2011-12-01', 'weight': '/organization/citiservi'}
63871	/person/fabrice-grinda	{'date': '2011-12-01', 'weight': '/organization/spotflux'}
70658	/organization/highland-capital-partners	{'date': '2011-11-17', 'weight': '/organization/impermium'}
15877	/organization/edb-investments	{'date': '2011-12-13', 'weight': '/organization/sotera-wireless'}
59621	/organization/plug-and-play-ventures	{'date': '2011-12-21', 'weight': '/organization/trusthop'}
16707	/organization/start-up-chile	{'date': '2011-11-30', 'weight': '/organization/hactus'}
