	investor	{'date': 'invest_date', 'weight': 'company'}
36099	/organization/oyster-technology-investments	{'date': '2012-05-27', 'weight': '/organization/copperfasten'}
22468	/organization/farallon-capital-management	{'date': '2012-06-26', 'weight': '/organization/rally-org'}
73396	/organization/hamilton-investment-partners	{'date': '2012-06-05', 'weight': '/organization/loosecubes'}
22460	/organization/rre-ventures	{'date': '2012-05-01', 'weight': '/organization/piictu'}
71666	/person/garry-tan	{'date': '2012-06-29', 'weight': '/organization/directr'}
13734	/organization/idm-venture-capital	{'date': '2012-05-21', 'weight': '/organization/xfire'}
13730	/organization/atlas-venture	{'date': '2012-05-08', 'weight': '/organization/mojo-motors'}
89378	/person/kishore-ganji	{'date': '2012-05-01', 'weight': '/organization/idubba'}
29420	/person/david-rusenko	{'date': '2012-05-25', 'weight': '/organization/exec'}
64646	/organization/silicon-valley-bank	{'date': '2012-06-26', 'weight': '/organization/avanir-pharmaceuticals'}
84918	/organization/brightline-ventures	{'date': '2012-05-21', 'weight': '/organization/heat-biologics'}
52334	/organization/wwe	{'date': '2012-06-29', 'weight': '/organization/tout'}
100368	/person/mayank-bawa	{'date': '2012-05-31', 'weight': '/organization/datahero'}
26576	/person/dr-schumacher	{'date': '2012-05-29', 'weight': '/organization/audiocure-pharma'}
51263	/organization/trinity-ventures	{'date': '2012-06-27', 'weight': '/organization/citus-data'}
39109	/organization/y-combinator	{'date': '2012-05-25', 'weight': '/organization/exec'}
66770	/organization/newport-coast-investments	{'date': '2012-05-02', 'weight': '/organization/brand-affinity-technologies'}
48896	/organization/pritzker-group-venture-capital	{'date': '2012-06-01', 'weight': '/organization/pictarine'}
3992	/organization/i5invest	{'date': '2012-06-01', 'weight': '/organization/pmedianetwork'}
73081	/organization/start-up-chile	{'date': '2012-05-25', 'weight': '/organization/decosnap-com'}
65275	/person/paul-buchheit	{'date': '2012-06-27', 'weight': '/organization/citus-data'}
61194	/organization/qic-bioventures	{'date': '2012-05-01', 'weight': '/organization/hatchtech'}
101494	/organization/onpoint	{'date': '2012-05-01', 'weight': '/organization/blue-pillar'}
43189	/organization/connecticut-innovations	{'date': '2012-06-25', 'weight': '/organization/novatract-surgical'}
22003	/organization/madison-capital-funding	{'date': '2012-06-27', 'weight': '/organization/zeta-interactive'}
96150	/organization/enterprise-ireland	{'date': '2012-05-27', 'weight': '/organization/copperfasten'}
86969	/organization/sv-angel	{'date': '2012-06-12', 'weight': '/organization/nouvou-inc'}
36709	/organization/launchcapital	{'date': '2012-06-25', 'weight': '/organization/novatract-surgical'}
31915	/organization/matrix-partners	{'date': '2012-06-01', 'weight': '/organization/sold'}
6791	/organization/austin-ventures	{'date': '2012-06-05', 'weight': '/organization/mapmyfitness'}
58398	/organization/meritech-capital-partners	{'date': '2012-05-03', 'weight': '/organization/evernote'}
93323	/person/frank-slootman	{'date': '2012-06-16', 'weight': '/organization/thoughtspot'}
64709	/organization/new-orleans-startup-fund	{'date': '2012-06-01', 'weight': '/organization/zlien'}
47120	/organization/wing-venture-capital	{'date': '2012-05-29', 'weight': '/organization/mobileiron'}
65659	/person/fabrice-grinda	{'date': '2012-06-20', 'weight': '/organization/mall-street'}
60827	/person/ben-chestnut	{'date': '2012-05-11', 'weight': '/organization/minbox'}
56059	/organization/tencent	{'date': '2012-05-02', 'weight': '/organization/couple'}
17652	/person/niket-desai	{'date': '2012-06-14', 'weight': '/organization/switchcam'}
25283	/person/clark-landry	{'date': '2012-06-27', 'weight': '/organization/big-frame'}
52005	/organization/entrepreneurs-fund	{'date': '2012-05-24', 'weight': '/organization/prosonix'}
51843	/person/cuong-do	{'date': '2012-05-01', 'weight': '/organization/imgix'}
6358	/organization/bertelsmann	{'date': '2012-06-12', 'weight': '/organization/dramafever'}
276	/organization/orkos-capital	{'date': '2012-05-29', 'weight': '/organization/sensee'}
80597	/person/erik-moore	{'date': '2012-05-04', 'weight': '/organization/priceonomics'}
36252	/organization/advantage-capital-partners	{'date': '2012-06-25', 'weight': '/organization/novatract-surgical'}
90538	/organization/boston-harbor-angels	{'date': '2012-05-14', 'weight': '/organization/newfield-design'}
85327	/organization/crunchfund	{'date': '2012-05-25', 'weight': '/organization/exec'}
41694	/organization/spectrum-equity-investors	{'date': '2012-06-28', 'weight': '/organization/finalsite'}
101641	/organization/vidoze	{'date': '2012-06-01', 'weight': '/organization/postcron'}
64675	/organization/van-herk-biotech	{'date': '2012-05-31', 'weight': '/organization/agendia'}
57172	/organization/finnvera-venture-capital	{'date': '2012-05-08', 'weight': '/organization/mobile-backstage'}
94993	/organization/southern-cross-venture-partners	{'date': '2012-06-06', 'weight': '/organization/shoes-of-prey'}
46002	/organization/excelerate-labs	{'date': '2012-06-01', 'weight': '/organization/71lbs'}
43058	/person/david-cohen	{'date': '2012-05-11', 'weight': '/organization/minbox'}
7884	/organization/boxgroup	{'date': '2012-05-01', 'weight': '/organization/customer-io'}
43503	/person/trajan-langdon	{'date': '2012-04-30', 'weight': '/organization/socialcam'}
101942	/organization/cdti	{'date': '2012-05-16', 'weight': '/organization/virtualsharp-software'}
10708	/organization/kima-ventures	{'date': '2012-06-20', 'weight': '/organization/mall-street'}
52132	/organization/sc-launch	{'date': '2012-06-25', 'weight': '/organization/greenwizard'}
57479	/organization/technologiegrnderfonds-sachsen	{'date': '2012-06-15', 'weight': '/organization/baselabs'}
