	investor	{'date': 'invest_date', 'weight': 'company'}
84958	/organization/rising-stars-growth-fund	{'date': '2008-12-03', 'weight': '/organization/acal-energy'}
61458	/organization/morgenthaler-ventures	{'date': '2008-11-04', 'weight': '/organization/oncomed-pharmaceuticals'}
54605	/organization/tong-yang-venture-capital	{'date': '2008-11-28', 'weight': '/organization/xronet'}
21623	/organization/rho-capital-ventures	{'date': '2008-12-17', 'weight': '/organization/cloudpay'}
62300	/organization/idinvest-partners	{'date': '2008-12-16', 'weight': '/organization/clear2pay'}
29357	/organization/genesis-partners	{'date': '2008-11-05', 'weight': '/organization/alereon'}
13023	/organization/lake-capital	{'date': '2008-11-01', 'weight': '/organization/leonardo-worldwide-corporation'}
8864	/organization/shenzhen-fortune-venture-capital	{'date': '2008-11-13', 'weight': '/organization/beijing-kylin-net-information-technology'}
93628	/organization/blackrock	{'date': '2008-11-07', 'weight': '/organization/pelamis-wave-power'}
54696	/organization/idinvest-partners	{'date': '2008-11-27', 'weight': '/organization/recupyl'}
25328	/organization/neeic	{'date': '2008-12-01', 'weight': '/organization/quick-tv'}
83521	/organization/volvo-group-venture-capital	{'date': '2008-12-01', 'weight': '/organization/i-tech'}
63153	/organization/panorama-capital	{'date': '2008-12-03', 'weight': '/organization/gofish'}
36108	/organization/vspring-capital	{'date': '2008-12-19', 'weight': '/organization/infusionsoft'}
54504	/organization/highway-12-ventures	{'date': '2008-12-01', 'weight': '/organization/rebit'}
53241	/organization/silverton-partners	{'date': '2008-12-02', 'weight': '/organization/unboundid'}
55935	/organization/north-hill-ventures	{'date': '2008-12-23', 'weight': '/organization/smart-destinations'}
93782	/organization/good-energies	{'date': '2008-12-18', 'weight': '/organization/3tier-environmental-forecast-group'}
37593	/organization/allegis-capital	{'date': '2008-11-20', 'weight': '/organization/staccato-communications'}
51646	/organization/softtech-vc	{'date': '2008-12-01', 'weight': '/organization/eventbrite'}
103545	/organization/startup-factory	{'date': '2008-11-01', 'weight': '/organization/rounds'}
25062	/organization/l-capital-partners	{'date': '2008-11-17', 'weight': '/organization/evogen'}
102111	/organization/pitango-venture-capital	{'date': '2008-11-11', 'weight': '/organization/convergin'}
96559	/organization/ngen-ventures	{'date': '2008-11-12', 'weight': '/organization/flipswap'}
12934	/organization/mohr-davidow-ventures	{'date': '2008-12-19', 'weight': '/organization/infusionsoft'}
41795	/organization/valhalla-partners	{'date': '2008-11-14', 'weight': '/organization/b-side'}
56272	/organization/square-1-bank	{'date': '2008-12-23', 'weight': '/organization/smart-destinations'}
662	/organization/upstate-carolina-angel-network	{'date': '2008-12-01', 'weight': '/organization/sensory-analytics'}
101991	/organization/california-institute-for-regenerative-medicine	{'date': '2008-12-22', 'weight': '/organization/vistagen-therapeutics'}
97383	/organization/angel-investors-lp	{'date': '2008-11-12', 'weight': '/organization/planet-metrics'}
2072	/organization/fm-management	{'date': '2008-12-01', 'weight': '/organization/erydel'}
48069	/organization/draper-fisher-jurvetson	{'date': '2008-11-26', 'weight': '/organization/siimpel-corporation'}
73394	/organization/mayfield-fund	{'date': '2008-12-17', 'weight': '/organization/pixim'}
54324	/organization/aviv-venture-capital	{'date': '2008-11-10', 'weight': '/organization/ozvision'}
22169	/organization/neocarta-ventures	{'date': '2008-10-31', 'weight': '/organization/everyday-health'}
101165	/organization/rose-tech-ventures	{'date': '2008-12-01', 'weight': '/organization/socialbomb'}
23841	/organization/matrix-partners	{'date': '2008-11-28', 'weight': '/organization/baofeng'}
96423	/organization/european-founders-fund	{'date': '2008-11-01', 'weight': '/organization/kontoblick'}
2312	/organization/360-capital-partners	{'date': '2008-11-24', 'weight': '/organization/vupen'}
10968	/organization/target-partners	{'date': '2008-11-14', 'weight': '/organization/ubitexx'}
79602	/organization/one-equity-partners-llc	{'date': '2008-12-23', 'weight': '/organization/luca-technologies'}
44977	/organization/anthem-venture-partners	{'date': '2008-12-28', 'weight': '/organization/solarflare'}
3023	/organization/grotech-ventures	{'date': '2008-12-01', 'weight': '/organization/rebit'}
44045	/organization/goldman-sachs	{'date': '2008-12-10', 'weight': '/organization/inveshare'}
74497	/organization/gemma-frisius-fonds	{'date': '2008-11-25', 'weight': '/organization/aristo-music-technology'}
69884	/person/joe-greenstein	{'date': '2008-12-01', 'weight': '/organization/eventbrite'}
102187	/organization/milcom-ventures-partners	{'date': '2008-12-02', 'weight': '/organization/spectrum-bridge'}
38482	/organization/bohemian-investments	{'date': '2008-11-12', 'weight': '/organization/solix-biosystems-inc'}
98508	/organization/novak-biddle-venture-partners	{'date': '2008-12-02', 'weight': '/organization/paratek'}
89710	/organization/sandbox-industries	{'date': '2008-10-31', 'weight': '/organization/initiate-systems'}
78625	/organization/delaware-crossing-investor-group	{'date': '2008-11-24', 'weight': '/organization/nanopack'}
13731	/organization/cadence-design-systems	{'date': '2008-12-15', 'weight': '/organization/tela-innovations'}
30856	/organization/close-venture-management	{'date': '2008-12-11', 'weight': '/organization/rostima'}
105097	/organization/draper-investment-company-llc	{'date': '2008-11-01', 'weight': '/organization/plista'}
61429	/person/tom-cole	{'date': '2008-12-16', 'weight': '/organization/foodzie'}
50260	/organization/vision-capital	{'date': '2008-11-20', 'weight': '/organization/staccato-communications'}
41839	/person/ian-stone	{'date': '2008-11-02', 'weight': '/organization/qoof'}
4556	/organization/softbank-capital	{'date': '2008-11-21', 'weight': '/organization/goodmail-system'}
59031	/organization/volvo-group-venture-capital	{'date': '2008-12-10', 'weight': '/organization/vaprema'}
94331	/person/eric-hahn	{'date': '2008-12-01', 'weight': '/organization/posterous'}
26020	/organization/qualcomm-ventures	{'date': '2008-12-15', 'weight': '/organization/tela-innovations'}
22489	/organization/inter-atlantic-group	{'date': '2008-11-01', 'weight': '/organization/tio-networks'}
64993	/organization/greenhouse-capital-partners	{'date': '2008-12-08', 'weight': '/organization/mariah-power'}
