	investor	{'date': 'invest_date', 'weight': 'company'}
32236	/organization/viveris-management	{'date': '2010-09-10', 'weight': '/organization/the-bakery-2'}
88718	/organization/jumpstart-foundry	{'date': '2010-09-01', 'weight': '/organization/bizen'}
69425	/person/john-mcquillan	{'date': '2010-08-16', 'weight': '/organization/next-step-living'}
87962	/person/james-joaquin	{'date': '2010-08-01', 'weight': '/organization/20x200'}
100163	/person/roy-rodenstein	{'date': '2010-08-31', 'weight': '/organization/cadio'}
65274	/organization/riverbank-capital-securities	{'date': '2010-09-28', 'weight': '/organization/tigris-pharmaceuticals'}
96556	/organization/fabernovel	{'date': '2010-08-01', 'weight': '/organization/job2day'}
56588	/organization/growthworks	{'date': '2010-09-01', 'weight': '/organization/celator-pharmaceuticals'}
88159	/person/josh-reznick	{'date': '2010-09-25', 'weight': '/organization/ecomom'}
77769	/person/maneesh-k-arora	{'date': '2010-08-01', 'weight': '/organization/awayfind'}
81403	/organization/great-oaks-venture-capital	{'date': '2010-09-18', 'weight': '/organization/movity-com'}
69391	/organization/lerer-ventures	{'date': '2010-09-01', 'weight': '/organization/chartbeat'}
98483	/person/idan-ofer-2	{'date': '2010-08-22', 'weight': '/organization/inneractive'}
34173	/person/michael-french	{'date': '2010-09-25', 'weight': '/organization/ecomom'}
21106	/organization/xmp-business-angels-investment-arm	{'date': '2010-09-02', 'weight': '/organization/delfmems'}
22717	/organization/north-coast-angel-fund	{'date': '2010-08-23', 'weight': '/organization/great-lakes-pharmaceuticals'}
80591	/organization/sands-capital-ventures	{'date': '2010-08-19', 'weight': '/organization/complete-genomics'}
42058	/person/david-tisch	{'date': '2010-08-02', 'weight': '/organization/profitably'}
85295	/organization/crosscut-ventures	{'date': '2010-08-24', 'weight': '/organization/gamecrush'}
75835	/person/toivo-annus	{'date': '2010-09-01', 'weight': '/organization/piclyf'}
30700	/person/othman-laraki	{'date': '2010-09-20', 'weight': '/organization/otherinbox'}
46000	/organization/d-e-shaw-co	{'date': '2010-09-01', 'weight': '/organization/townhog'}
97443	/organization/draper-fisher-jurvetson	{'date': '2010-08-31', 'weight': '/organization/clearcount-medical-solutions'}
60001	/organization/sterling-capital-management	{'date': '2010-09-01', 'weight': '/organization/accumetrics'}
46797	/organization/telesoft-partners	{'date': '2010-09-21', 'weight': '/organization/nexant'}
38430	/organization/sequoia-capital	{'date': '2010-08-23', 'weight': '/organization/nimbula'}
64055	/organization/curzon-park-capital	{'date': '2010-09-18', 'weight': '/organization/q-chip'}
76436	/person/lars-hinrichs	{'date': '2010-09-08', 'weight': '/organization/flip4new'}
52488	/organization/auriga-partners	{'date': '2010-09-06', 'weight': '/organization/eve-com'}
85189	/organization/grotech-ventures	{'date': '2010-08-10', 'weight': '/organization/traffiq'}
74231	/person/hunter-walk	{'date': '2010-08-01', 'weight': '/organization/schematic-labs'}
28415	/person/david-cowan	{'date': '2010-09-01', 'weight': '/organization/keep-holdings'}
42638	/organization/soridec	{'date': '2010-08-11', 'weight': '/organization/satin-technologies'}
64453	/organization/ad-pepper-media	{'date': '2010-08-28', 'weight': '/organization/videovalis'}
46648	/organization/healthy-ventures	{'date': '2010-09-15', 'weight': '/organization/invitae-corporation'}
80110	/organization/quaker-bioventures	{'date': '2010-09-01', 'weight': '/organization/celator-pharmaceuticals'}
18458	/person/joshua-schachter	{'date': '2010-08-05', 'weight': '/organization/fluidinfo'}
87364	/organization/heights-capital-management	{'date': '2010-09-24', 'weight': '/organization/oncothyreon'}
57982	/organization/national-science-foundation	{'date': '2010-09-01', 'weight': '/organization/sifteo'}
44791	/person/eric-stein	{'date': '2010-08-30', 'weight': '/organization/zozi'}
54880	/organization/rre-ventures	{'date': '2010-08-05', 'weight': '/organization/fluidinfo'}
53358	/person/scott-banister	{'date': '2010-09-01', 'weight': '/organization/moon-express-inc'}
70243	/organization/cyberagent	{'date': '2010-08-16', 'weight': '/organization/teamobi'}
40988	/organization/north-bridge-venture-partners	{'date': '2010-08-16', 'weight': '/organization/24m-technologies'}
99518	/organization/seedcamp	{'date': '2010-09-16', 'weight': '/organization/trebax-innovations'}
9630	/organization/boxgroup	{'date': '2010-08-30', 'weight': '/organization/zozi'}
52735	/person/mark-goines	{'date': '2010-08-01', 'weight': '/organization/gengo'}
60644	/organization/holtzbrinck-ventures	{'date': '2010-08-31', 'weight': '/organization/zalando'}
90646	/organization/commonwealth-capital-ventures	{'date': '2010-09-02', 'weight': '/organization/vela-systems'}
84054	/person/david-tisch	{'date': '2010-08-01', 'weight': '/organization/automated-insights'}
57872	/organization/u-s-department-of-energy	{'date': '2010-08-16', 'weight': '/organization/24m-technologies'}
10161	/person/russ-fradin	{'date': '2010-08-31', 'weight': '/organization/udemy'}
48417	/organization/alpes-dveloppement-durable-invest	{'date': '2010-09-02', 'weight': '/organization/delfmems'}
70804	/organization/sv-angel	{'date': '2010-08-26', 'weight': '/organization/spotzer'}
10099	/person/clark-landry	{'date': '2010-09-25', 'weight': '/organization/ecomom'}
81193	/organization/canaan-partners	{'date': '2010-09-14', 'weight': '/organization/sandforce'}
54398	/organization/frazier-healthcare-ventures	{'date': '2010-09-29', 'weight': '/organization/tobira-therapeutics'}
63468	/organization/artesian-capital-management	{'date': '2010-09-09', 'weight': '/organization/posse'}
7147	/person/fabrice-grinda	{'date': '2010-08-01', 'weight': '/organization/meetmoi'}
559	/organization/ventech-capital	{'date': '2010-08-01', 'weight': '/organization/51wan'}
91060	/person/rajiv-madhok	{'date': '2010-09-01', 'weight': '/organization/milaap-social-ventures'}
70931	/person/raymond-tonsing	{'date': '2010-09-01', 'weight': '/organization/opzi'}
79398	/organization/morgan-stanley	{'date': '2010-08-09', 'weight': '/organization/solazyme'}
43878	/person/raj-sandhu	{'date': '2010-09-18', 'weight': '/organization/movity-com'}
37172	/organization/lerer-ventures	{'date': '2010-09-15', 'weight': '/organization/ak-networks'}
76718	/organization/sand-hill-angels	{'date': '2010-08-13', 'weight': '/organization/appbistro'}
5051	/organization/sv-angel	{'date': '2010-09-29', 'weight': '/organization/pagerduty'}
84472	/person/david-mahoney	{'date': '2010-08-01', 'weight': '/organization/20x200'}
37778	/organization/y-combinator	{'date': '2010-09-01', 'weight': '/organization/fanpulse'}
15919	/organization/ttv-capital	{'date': '2010-08-02', 'weight': '/organization/chain-reaction-ecommerce'}
30366	/organization/techstars	{'date': '2010-08-05', 'weight': '/organization/marketvibe'}
58523	/organization/charles-river-ventures	{'date': '2010-08-02', 'weight': '/organization/rapportive'}
39598	/organization/startupbootcamp	{'date': '2010-09-06', 'weight': '/organization/gruvi'}
47501	/organization/north-bridge-venture-partners	{'date': '2010-09-15', 'weight': '/organization/spaceclaim'}
1576	/organization/inventus-capital-partners	{'date': '2010-09-23', 'weight': '/organization/isites'}
88369	/organization/dreamit-ventures	{'date': '2010-08-11', 'weight': '/organization/campus-sponsorship'}
72257	/organization/dougery-ventures	{'date': '2010-09-23', 'weight': '/organization/genwi'}
66162	/organization/scottish-investment-bank	{'date': '2010-09-01', 'weight': '/organization/traak-systems'}
61695	/person/scott-banister	{'date': '2010-08-02', 'weight': '/organization/rapportive'}
12534	/organization/y-combinator	{'date': '2010-09-18', 'weight': '/organization/movity-com'}
66981	/organization/sv-angel	{'date': '2010-09-30', 'weight': '/organization/simple'}
87573	/organization/zig-capital	{'date': '2010-08-30', 'weight': '/organization/zozi'}
8540	/person/hadi-partovi	{'date': '2010-09-10', 'weight': '/organization/indinero'}
8543	/organization/ace-and-company	{'date': '2010-09-18', 'weight': '/organization/movity-com'}
26627	/organization/500-startups	{'date': '2010-08-25', 'weight': '/organization/flowtown'}
42980	/organization/ntec	{'date': '2010-08-01', 'weight': '/organization/palringo'}
5625	/organization/draper-fisher-jurvetson	{'date': '2010-08-13', 'weight': '/organization/cloudcrowd'}
91208	/organization/verizon-ventures	{'date': '2010-09-23', 'weight': '/organization/geodelic-systems'}
50411	/organization/allen-buckeridge	{'date': '2010-08-23', 'weight': '/organization/bt-imaging'}
28213	/organization/beacon-angels	{'date': '2010-09-02', 'weight': '/organization/copiun'}
23271	/organization/u-s-bancorp	{'date': '2010-09-15', 'weight': '/organization/instamed'}
11578	/organization/new-enterprise-associates	{'date': '2010-09-09', 'weight': '/organization/zyngenia'}
78844	/organization/less-plastics	{'date': '2010-09-13', 'weight': '/organization/mba-polymers'}
11570	/organization/sierra-ventures	{'date': '2010-09-28', 'weight': '/organization/sensage'}
50673	/organization/hatteras-venture-partners	{'date': '2010-08-10', 'weight': '/organization/tetralogic-pharmaceuticals'}
82451	/person/waynn-lue	{'date': '2010-09-01', 'weight': '/organization/fanpulse'}
18117	/organization/sonostar-capital-partners	{'date': '2010-09-28', 'weight': '/organization/tigris-pharmaceuticals'}
92649	/organization/viking-venture-management	{'date': '2010-09-27', 'weight': '/organization/memfoact'}
50073	/person/boris-wertz	{'date': '2010-08-12', 'weight': '/organization/empire-avenue'}
16663	/organization/honeywell-capital-management	{'date': '2010-09-13', 'weight': '/organization/mba-polymers'}
25059	/organization/cue-ball	{'date': '2010-08-19', 'weight': '/organization/1-800-dentist'}
