	investor	{'date': 'invest_date', 'weight': 'company'}
74704	/organization/idg-capital-partners	{'date': '2007-11-01', 'weight': '/organization/goldcoll-games'}
44690	/organization/first-round-capital	{'date': '2007-11-01', 'weight': '/organization/sendori'}
23977	/organization/keiretsu-forum	{'date': '2007-11-01', 'weight': '/organization/verican'}
6722	/person/james-currier	{'date': '2007-11-01', 'weight': '/organization/repairpal'}
24043	/organization/alloy-ventures	{'date': '2007-11-28', 'weight': '/organization/qwaq'}
72423	/organization/monster-venture-partners	{'date': '2007-12-01', 'weight': '/organization/evo-media-group'}
21632	/organization/adara-venture-partners	{'date': '2007-12-20', 'weight': '/organization/arquo-technologies'}
77160	/organization/north-bridge-venture-partners	{'date': '2007-10-31', 'weight': '/organization/bluespec'}
69426	/organization/foundation-capital	{'date': '2007-12-05', 'weight': '/organization/tuvox'}
92390	/organization/vecata	{'date': '2007-12-19', 'weight': '/organization/zoomio-holding'}
22080	/organization/kubera-cross-border-fund	{'date': '2007-11-20', 'weight': '/organization/venture-infotek-global-private'}
5828	/organization/mitsui-ventures	{'date': '2007-12-01', 'weight': '/organization/6rooms'}
43277	/person/eric-ly	{'date': '2007-12-01', 'weight': '/organization/presdo'}
96008	/organization/amylin-pharmaceuticals	{'date': '2007-11-27', 'weight': '/organization/xenome'}
20558	/organization/ignition-partners	{'date': '2007-11-06', 'weight': '/organization/azaleos'}
90724	/organization/hotung-venture-group	{'date': '2007-12-01', 'weight': '/organization/power-analog-microelectronics'}
41376	/organization/vertex-venture-capital	{'date': '2007-11-14', 'weight': '/organization/comability'}
18818	/organization/harrison-street-real-estate-capital	{'date': '2007-11-11', 'weight': '/organization/cleversafe'}
71349	/organization/central-wisconsin-angel-investors	{'date': '2007-11-01', 'weight': '/organization/biosystem-development'}
15107	/organization/crescendo-ventures	{'date': '2007-12-20', 'weight': '/organization/credant-technologies'}
6060	/organization/mmv-financial	{'date': '2007-12-01', 'weight': '/organization/angiochem'}
78255	/person/chris-yeh	{'date': '2007-12-18', 'weight': '/organization/ustream'}
1623	/organization/tugboat	{'date': '2007-12-13', 'weight': '/organization/shopittome'}
33280	/organization/qualcomm	{'date': '2007-12-17', 'weight': '/organization/streamezzo'}
94579	/organization/zero2ipo-ventures	{'date': '2007-12-01', 'weight': '/organization/5173-com'}
103748	/organization/gilde-healthcare-partners	{'date': '2007-12-13', 'weight': '/organization/ascendis-pharma'}
41558	/organization/presidio-stx	{'date': '2007-11-11', 'weight': '/organization/cleversafe'}
92957	/organization/liberty-associated-partners	{'date': '2007-11-01', 'weight': '/organization/takkle'}
6095	/organization/genzyme-ventures	{'date': '2007-12-19', 'weight': '/organization/tcland-expression'}
5266	/organization/deutsche-effecten-und-wechsel	{'date': '2007-11-01', 'weight': '/organization/sloning-biotechnology'}
82293	/organization/farallon-capital-management	{'date': '2007-11-01', 'weight': '/organization/beijing-adsit-media-technology-co-ltd'}
73872	/organization/pitango-venture-capital	{'date': '2007-11-19', 'weight': '/organization/forescout'}
37629	/organization/gamma-capital-partners	{'date': '2007-11-20', 'weight': '/organization/eucodis-bioscience'}
104282	/organization/china-venture-capital	{'date': '2007-11-01', 'weight': '/organization/yunfeng-renewable-resources'}
38300	/person/ben-horowitz	{'date': '2007-12-27', 'weight': '/organization/appnexus'}
