	investor	{'date': 'invest_date', 'weight': 'company'}
65091	/organization/scout-ventures	{'date': '2015-08-05', 'weight': '/organization/unite-us'}
16073	/organization/orios-venture-partners	{'date': '2015-08-20', 'weight': '/organization/epoise'}
61510	/organization/redmile-group	{'date': '2015-08-11', 'weight': '/organization/ovid-therapeutics'}
4022	/person/rajesh-sawhney	{'date': '2015-08-04', 'weight': '/organization/nightstay'}
13732	/organization/the-kibo-fund	{'date': '2015-08-03', 'weight': '/organization/presdo'}
73542	/organization/recruit-holdings	{'date': '2015-08-24', 'weight': '/organization/freee'}
11385	/organization/double-m-partners	{'date': '2015-08-13', 'weight': '/organization/who-what-wear'}
69429	/organization/initial-capital	{'date': '2015-08-09', 'weight': '/organization/super-evil-mega-corp'}
88484	/organization/google-ventures	{'date': '2015-08-25', 'weight': '/organization/resolution-games'}
100362	/organization/ideariverrun	{'date': '2015-08-24', 'weight': '/organization/carsome'}
10894	/organization/morgan-creek-capital-management	{'date': '2015-08-11', 'weight': '/organization/illumitex'}
93788	/organization/responsability	{'date': '2015-08-07', 'weight': '/organization/gibss'}
24717	/organization/cyberport-hong-kong	{'date': '2015-08-01', 'weight': '/organization/gogo-fit'}
22267	/organization/calculus-capital	{'date': '2015-08-17', 'weight': '/organization/synpromics-ltd'}
66778	/organization/microsoft	{'date': '2015-08-11', 'weight': '/organization/unifysquare'}
32307	/person/jim-breyer	{'date': '2015-08-09', 'weight': '/organization/super-evil-mega-corp'}
73261	/organization/capnamic-ventures	{'date': '2015-08-04', 'weight': '/organization/zeotap'}
102819	/organization/kleiner-perkins-caufield-byers	{'date': '2015-08-25', 'weight': '/organization/coursera'}
56234	/person/yuri-milner	{'date': '2015-08-05', 'weight': '/organization/savingglobal'}
55909	/organization/invesco-asset-management-2	{'date': '2015-08-17', 'weight': '/organization/first-light-fusion'}
88152	/person/mohandas-pai-2	{'date': '2015-08-02', 'weight': '/organization/ressy'}
61823	/organization/sovereign-health-group	{'date': '2015-08-19', 'weight': '/organization/fit4d'}
82227	/organization/chrys-capital	{'date': '2015-08-25', 'weight': '/organization/eazydiner'}
4733	/organization/arch-venture-partners	{'date': '2015-08-18', 'weight': '/organization/agrivida'}
93436	/organization/piton-capital	{'date': '2015-08-26', 'weight': '/organization/basharsoft'}
86964	/organization/qualcomm-ventures	{'date': '2015-08-17', 'weight': '/organization/yourstory-media-pvt-ltd'}
57727	/organization/bill-melinda-gates-foundation	{'date': '2015-08-20', 'weight': '/organization/agbiome'}
87586	/organization/chicago-ventures	{'date': '2015-08-19', 'weight': '/organization/spothero'}
64874	/person/toivo-annus	{'date': '2015-08-26', 'weight': '/organization/prenav'}
55871	/organization/point-nine-capital	{'date': '2015-08-20', 'weight': '/organization/yoogaia'}
3776	/organization/social-starts	{'date': '2015-08-01', 'weight': '/organization/nimbledroid'}
99991	/organization/sbi-investment	{'date': '2015-08-18', 'weight': '/organization/mesh-korea'}
99992	/organization/grotech-ventures	{'date': '2015-08-18', 'weight': '/organization/healthcare-interactive'}
25444	/organization/cyberport-hong-kong	{'date': '2015-08-01', 'weight': '/organization/easyship-fulfillment-services'}
102842	/organization/rtp-ventures	{'date': '2015-08-03', 'weight': '/organization/kodingen'}
26150	/person/michael-livingston	{'date': '2015-08-11', 'weight': '/organization/green-way-laboratories'}
75836	/organization/tvc-capital	{'date': '2015-08-05', 'weight': '/organization/mediaplatform'}
25591	/organization/lerer-ventures	{'date': '2015-08-08', 'weight': '/organization/clique-media-3'}
100013	/organization/ofc	{'date': '2015-08-24', 'weight': '/organization/ehang'}
43507	/organization/sidecar-angels	{'date': '2015-08-18', 'weight': '/organization/thrive-bioscience'}
42904	/organization/wp-global-partners	{'date': '2015-08-11', 'weight': '/organization/illumitex'}
53730	/organization/cyberport-hong-kong	{'date': '2015-08-01', 'weight': '/organization/extract-alpha'}
97446	/organization/ally-bridge-group	{'date': '2015-08-05', 'weight': '/organization/cold-genesys'}
102933	/organization/500-startups	{'date': '2015-08-24', 'weight': '/organization/carsome'}
22904	/organization/tpg-growth	{'date': '2015-08-03', 'weight': '/organization/zscaler'}
22907	/organization/jumpstart-ventures	{'date': '2015-08-04', 'weight': '/organization/mpulse-mobile-inc-'}
4810	/person/ryan-mcintyre	{'date': '2015-08-01', 'weight': '/organization/localize'}
36443	/organization/north-hill-ventures	{'date': '2015-08-05', 'weight': '/organization/cashstar'}
36330	/organization/galileo-partners	{'date': '2015-08-25', 'weight': '/organization/scality'}
94025	/organization/bdc-capital-healthcare-venture-fund	{'date': '2015-08-11', 'weight': '/organization/phemi-health-systems'}
11615	/organization/accel-partners	{'date': '2015-08-13', 'weight': '/organization/jiffle'}
49165	/organization/harrison-metal	{'date': '2015-08-12', 'weight': '/organization/front-row'}
64901	/organization/mousse-partners	{'date': '2015-08-11', 'weight': '/organization/illumitex'}
10412	/organization/omidyar-network	{'date': '2015-08-04', 'weight': '/organization/neogrowth'}
63447	/organization/matrix-partners	{'date': '2015-08-08', 'weight': '/organization/edaixi'}
22876	/organization/new-enterprise-associates	{'date': '2015-08-17', 'weight': '/organization/guideline-technologies-inc'}
37797	/person/steve-singh	{'date': '2015-08-25', 'weight': '/organization/modumetal'}
17723	/organization/in-q-tel	{'date': '2015-08-04', 'weight': '/organization/domino-data-lab'}
38506	/organization/toba-capital	{'date': '2015-08-10', 'weight': '/organization/wso2'}
37555	/organization/simplepitch-ventures	{'date': '2015-08-08', 'weight': '/organization/snobswap'}
85054	/organization/vulcan-ventures-2	{'date': '2015-08-26', 'weight': '/organization/qbox-io'}
85501	/organization/carlyle-group	{'date': '2015-08-26', 'weight': '/organization/condor-travel'}
42125	/person/adam-riggs	{'date': '2015-08-12', 'weight': '/organization/findyr'}
45209	/organization/cyberport-hong-kong	{'date': '2015-08-01', 'weight': '/organization/printact'}
83588	/organization/oklahoma-seed-capital-fund	{'date': '2015-08-04', 'weight': '/organization/synereca-pharmaceuticals'}
41698	/organization/trinity-ventures	{'date': '2015-08-26', 'weight': '/organization/servicemax'}
40184	/person/brian-lee	{'date': '2015-08-17', 'weight': '/organization/away-2'}
70631	/organization/caterpillar-inc	{'date': '2015-08-03', 'weight': '/organization/flexgen-power-systems'}
10564	/organization/berggruen-holdings	{'date': '2015-08-07', 'weight': '/organization/ezetap'}
84584	/organization/four-rivers-group	{'date': '2015-08-19', 'weight': '/organization/kahuna'}
10091	/person/tony-gandel	{'date': '2015-08-10', 'weight': '/organization/whizz'}
78285	/organization/baseline-ventures	{'date': '2015-08-18', 'weight': '/organization/apiary'}
71627	/organization/jennison-associates	{'date': '2015-08-10', 'weight': '/organization/editas-medicine'}
48095	/organization/balderton-capital	{'date': '2015-08-23', 'weight': '/organization/thread-com'}
98845	/organization/cyberport-hong-kong	{'date': '2015-08-01', 'weight': '/organization/coachus'}
33506	/organization/new-enterprise-associates	{'date': '2015-08-11', 'weight': '/organization/illumitex'}
86697	/organization/orbimed-2	{'date': '2015-08-24', 'weight': '/organization/sndax-pharmaceuticals'}
71755	/organization/google-ventures	{'date': '2015-08-19', 'weight': '/organization/zephyr-health'}
26808	/person/paul-forster	{'date': '2015-08-16', 'weight': '/organization/marketinvoice'}
99737	/organization/gv-launch-gurus	{'date': '2015-08-13', 'weight': '/organization/1world-online'}
20253	/organization/monashees-capital	{'date': '2015-08-03', 'weight': '/organization/mandae'}
44422	/person/michael-tedesco	{'date': '2015-08-05', 'weight': '/organization/writelab'}
78714	/organization/la-dodgers-sports---entertainment-accelerator-with-r-ga-2	{'date': '2015-08-24', 'weight': '/organization/doorstat'}
61146	/organization/crosslink-capital	{'date': '2015-08-26', 'weight': '/organization/servicemax'}
31120	/organization/sosv	{'date': '2015-08-06', 'weight': '/organization/green-blender'}
72003	/organization/flint-capital	{'date': '2015-08-26', 'weight': '/organization/qbox-io'}
28368	/organization/praesidian-capital	{'date': '2015-08-11', 'weight': '/organization/meridian-waste-solutions'}
97934	/organization/stanford-university	{'date': '2015-08-11', 'weight': '/organization/unifysquare'}
94491	/organization/goldman-sachs	{'date': '2015-08-16', 'weight': '/organization/ryan'}
91469	/organization/cyient	{'date': '2015-08-12', 'weight': '/organization/infogain'}
61696	/organization/accel-partners	{'date': '2015-08-17', 'weight': '/organization/away-2'}
51471	/organization/syngenta-ventures	{'date': '2015-08-20', 'weight': '/organization/agbiome'}
66984	/organization/square-1-bank	{'date': '2015-08-07', 'weight': '/organization/ifbyphone'}
8010	/organization/spectralmind	{'date': '2015-08-12', 'weight': '/organization/infogain'}
87808	/person/wayne-chang	{'date': '2015-08-11', 'weight': '/organization/getstream-io'}
15041	/organization/rebright-partners	{'date': '2015-08-04', 'weight': '/organization/letstransport'}
48951	/organization/powai-lake-ventures	{'date': '2015-08-25', 'weight': '/organization/qyk'}
53753	/organization/dds	{'date': '2015-08-25', 'weight': '/organization/nok-nok-labs'}
23296	/organization/vestar-capital-partners	{'date': '2015-08-03', 'weight': '/organization/veritas-collaborative'}
28966	/organization/cambia-health-solutions	{'date': '2015-08-12', 'weight': '/organization/pokitdok'}
19388	/organization/acer	{'date': '2015-08-06', 'weight': '/organization/jibo'}
89142	/organization/pejman-mar-ventures	{'date': '2015-08-26', 'weight': '/organization/prenav'}
69419	/organization/legend-capital	{'date': '2015-08-03', 'weight': '/organization/presdo'}
26562	/person/rajesh-sawhney	{'date': '2015-08-05', 'weight': '/organization/zocalo'}
69410	/organization/bloomberg-beta	{'date': '2015-08-04', 'weight': '/organization/domino-data-lab'}
371	/organization/vostok-nafta-investment	{'date': '2015-08-26', 'weight': '/organization/wuzzuf'}
82181	/person/phanindra-sama	{'date': '2015-08-13', 'weight': '/organization/betaout'}
73094	/organization/janvest-technologies-llc	{'date': '2015-08-10', 'weight': '/organization/cronus-cyber-technologies'}
52259	/organization/carlyle-group	{'date': '2015-08-17', 'weight': '/organization/dee-piping-systems'}
61236	/organization/the-social-capital-partnership	{'date': '2015-08-12', 'weight': '/organization/inverse'}
77024	/organization/grains-valley-venture-capital	{'date': '2015-08-14', 'weight': '/organization/ascentage-pharma'}
92694	/organization/epic-ventures	{'date': '2015-08-27', 'weight': '/organization/magiccube-inc'}
77592	/person/rob-meinhardt-2	{'date': '2015-08-01', 'weight': '/organization/ava-ai'}
52924	/organization/legend-capital	{'date': '2015-08-11', 'weight': '/organization/tuhu'}
27383	/person/jason-calacanis	{'date': '2015-08-03', 'weight': '/organization/hello-scout-inc'}
89035	/organization/sequoia-capital	{'date': '2015-08-19', 'weight': '/organization/kahuna'}
60123	/organization/index-ventures	{'date': '2015-08-12', 'weight': '/organization/doubledutch'}
96639	/organization/new-enterprise-associates	{'date': '2015-08-07', 'weight': '/organization/quad-learning'}
41825	/organization/legend-capital	{'date': '2015-08-07', 'weight': '/organization/jenavalve-technology'}
64593	/organization/orios-venture-partners	{'date': '2015-08-04', 'weight': '/organization/pickingo'}
100005	/organization/rusnanomedinvest	{'date': '2015-08-24', 'weight': '/organization/sndax-pharmaceuticals'}
51103	/organization/chrys-capital	{'date': '2015-08-12', 'weight': '/organization/infogain'}
63059	/organization/lifecare-partners	{'date': '2015-08-18', 'weight': '/organization/kuros-biosurgery'}
9243	/organization/carrick-capital-partners	{'date': '2015-08-19', 'weight': '/organization/launchpoint'}
39916	/organization/rpm-ventures	{'date': '2015-08-25', 'weight': '/organization/able'}
16800	/organization/battery-ventures	{'date': '2015-08-19', 'weight': '/organization/spothero'}
84110	/organization/industry-ventures	{'date': '2015-08-13', 'weight': '/organization/eshares'}
90496	/organization/oak-investment-partners	{'date': '2015-08-06', 'weight': '/organization/enjoy'}
