	investor	{'date': 'invest_date', 'weight': 'company'}
16078	/organization/tiger-global	{'date': '2012-11-13', 'weight': '/organization/navent'}
61517	/organization/commonangels	{'date': '2012-12-03', 'weight': '/organization/truelens'}
30408	/organization/maryland-venture-fund	{'date': '2012-11-09', 'weight': '/organization/zero-chroma-llc'}
4024	/person/brad-schwartz	{'date': '2012-11-01', 'weight': '/organization/invested-in'}
23997	/organization/cabiedes-partners	{'date': '2012-11-19', 'weight': '/organization/tiendeo'}
76962	/organization/geekdom-fund	{'date': '2012-10-31', 'weight': '/organization/parlevel-systems'}
11545	/person/dennis-pilarinos	{'date': '2012-12-03', 'weight': '/organization/skyscraper'}
26376	/organization/integral-capital-partners	{'date': '2012-12-18', 'weight': '/organization/grockit'}
52869	/person/larry-goldstein	{'date': '2012-10-31', 'weight': '/organization/qwiqq'}
23445	/organization/betaworks	{'date': '2012-11-02', 'weight': '/organization/picturelife'}
44501	/organization/imagine-k12	{'date': '2012-10-31', 'weight': '/organization/noredink'}
61757	/organization/medtronic	{'date': '2012-12-17', 'weight': '/organization/mc10'}
93259	/person/su-ming-wong	{'date': '2012-11-13', 'weight': '/organization/tapestry-net'}
24713	/organization/mobile-internet-capital	{'date': '2012-12-01', 'weight': '/organization/san-home-entertainment'}
24716	/organization/500-startups	{'date': '2012-11-14', 'weight': '/organization/tendertree'}
92305	/organization/national-research-foundation	{'date': '2012-11-06', 'weight': '/organization/lovebyte'}
19405	/organization/global-from-day-one-gd1	{'date': '2012-12-12', 'weight': '/organization/mobotech'}
32522	/organization/kapor-capital	{'date': '2012-11-01', 'weight': '/organization/tinybop'}
39102	/person/aaron-levie	{'date': '2012-12-04', 'weight': '/organization/smartthings'}
73267	/person/james-olden	{'date': '2012-11-23', 'weight': '/organization/peerreach'}
32301	/person/garry-tan	{'date': '2012-11-13', 'weight': '/organization/amicus'}
16678	/organization/tech-coast-angels	{'date': '2012-12-31', 'weight': '/organization/social-rewards-inc'}
43180	/organization/california-healthcare-foundation	{'date': '2012-11-19', 'weight': '/organization/irhythm'}
92897	/organization/rothenberg-ventures	{'date': '2012-11-06', 'weight': '/organization/27-bards'}
12705	/organization/data-collective	{'date': '2012-11-06', 'weight': '/organization/backops'}
43184	/organization/north-bridge-venture-partners	{'date': '2012-11-12', 'weight': '/organization/synapdx'}
12706	/person/mike-head	{'date': '2012-12-01', 'weight': '/organization/gocella'}
81248	/organization/vodafone-ventures	{'date': '2012-11-12', 'weight': '/organization/cognia'}
10965	/organization/polaris-partners	{'date': '2012-11-16', 'weight': '/organization/spindle'}
101167	/organization/lowercase-capital	{'date': '2012-10-31', 'weight': '/organization/moveline'}
86215	/person/private-investors-6	{'date': '2012-12-01', 'weight': '/organization/cube-biotech'}
95006	/organization/atlas-venture	{'date': '2012-12-01', 'weight': '/organization/gocella'}
65877	/organization/kapor-capital	{'date': '2012-11-15', 'weight': '/organization/chromatik'}
22668	/person/alex-bresler	{'date': '2012-11-16', 'weight': '/organization/42floors'}
75723	/person/nick-ducoff-2	{'date': '2012-12-03', 'weight': '/organization/truelens'}
59446	/organization/adage-capital-management	{'date': '2012-12-31', 'weight': '/organization/ultragenyx-pharmaceutical'}
104663	/person/kamal-kirpalani	{'date': '2012-11-16', 'weight': '/organization/mirakl'}
102848	/organization/launchub	{'date': '2012-12-17', 'weight': '/organization/storpool'}
