	investor	{'date': 'invest_date', 'weight': 'company'}
83228	/organization/carmel-ventures	{'date': '2008-02-13', 'weight': '/organization/designart-networks'}
19711	/person/toivo-annus	{'date': '2008-02-01', 'weight': '/organization/edicy'}
26378	/organization/pitango-venture-capital	{'date': '2008-03-18', 'weight': '/organization/fixya'}
11549	/person/joel-spiegel	{'date': '2008-03-01', 'weight': '/organization/teachstreet'}
100360	/organization/hlm-venture-partners	{'date': '2008-02-20', 'weight': '/organization/incipient-inc'}
3998	/person/brian-shin	{'date': '2008-02-07', 'weight': '/organization/lookery'}
100160	/organization/vulcan-capital	{'date': '2008-02-01', 'weight': '/organization/radar-networks'}
48895	/organization/venrock	{'date': '2008-03-03', 'weight': '/organization/orecon'}
65279	/organization/index-ventures	{'date': '2008-02-27', 'weight': '/organization/panther-express'}
74211	/organization/top-technology-ventures	{'date': '2008-02-05', 'weight': '/organization/arieso'}
35437	/organization/toscafund-asset-management	{'date': '2008-03-20', 'weight': '/organization/spinvox'}
93430	/organization/north-coast-angel-fund	{'date': '2008-02-20', 'weight': '/organization/3x-systems'}
101164	/organization/highland-capital-partners	{'date': '2008-03-26', 'weight': '/organization/pharmaca'}
96159	/organization/launchpad-venture-group	{'date': '2008-03-05', 'weight': '/organization/everyscape'}
65651	/organization/ignition-partners	{'date': '2008-02-04', 'weight': '/organization/globalscholar-com'}
5859	/organization/henq-invest	{'date': '2008-03-28', 'weight': '/organization/myngle'}
97155	/organization/salt-lake-life-science-angels	{'date': '2008-02-15', 'weight': '/organization/q-holdings'}
57297	/organization/saab-automobile	{'date': '2008-03-28', 'weight': '/organization/opax'}
51840	/organization/index-ventures	{'date': '2008-02-24', 'weight': '/organization/adconion-media-group'}
57615	/organization/alpine-venture	{'date': '2008-02-28', 'weight': '/organization/celestial-semiconductor'}
57474	/organization/ceyuan-ventures	{'date': '2008-02-01', 'weight': '/organization/venustech'}
49766	/organization/mohr-davidow-ventures	{'date': '2008-02-28', 'weight': '/organization/helpstream'}
53736	/organization/naor-group	{'date': '2008-02-05', 'weight': '/organization/voipshield-systems'}
57186	/organization/spark-capital	{'date': '2008-03-01', 'weight': '/organization/8dworld'}
4819	/organization/atomico	{'date': '2008-02-01', 'weight': '/organization/trialpay'}
21292	/organization/giv-venture-partners	{'date': '2008-03-12', 'weight': '/organization/amperion'}
11948	/person/david-shen	{'date': '2008-03-01', 'weight': '/organization/mob-ly'}
9329	/person/ravi-mhatre	{'date': '2008-02-07', 'weight': '/organization/lookery'}
22872	/organization/eds	{'date': '2008-03-01', 'weight': '/organization/nanosolar'}
34175	/organization/european-founders-fund	{'date': '2008-03-27', 'weight': '/organization/iovation'}
90316	/organization/baseline-ventures	{'date': '2008-02-01', 'weight': '/organization/trialpay'}
86561	/organization/tvm-capital	{'date': '2008-02-01', 'weight': '/organization/albireo'}
83581	/organization/advanced-equities	{'date': '2008-03-13', 'weight': '/organization/easic'}
16879	/organization/triangle-venture-capital-group	{'date': '2008-02-06', 'weight': '/organization/iopener'}
62882	/organization/atdc	{'date': '2008-03-28', 'weight': '/organization/axotect'}
48145	/organization/glg-partners	{'date': '2008-03-01', 'weight': '/organization/nanosolar'}
38648	/person/mrt-kelder	{'date': '2008-02-01', 'weight': '/organization/edicy'}
95775	/organization/apax-partners	{'date': '2008-02-26', 'weight': '/organization/wisair'}
98910	/person/john-musser	{'date': '2008-03-01', 'weight': '/organization/teachstreet'}
33677	/organization/shanghai-hua-hong-international	{'date': '2008-02-09', 'weight': '/organization/atrua'}
40367	/organization/quest-management-nv	{'date': '2008-03-06', 'weight': '/organization/inewit'}
54376	/organization/ggv-capital	{'date': '2008-03-06', 'weight': '/organization/focus'}
14241	/organization/pacven-walden-ventures	{'date': '2008-02-28', 'weight': '/organization/celestial-semiconductor'}
95010	/organization/amidzad-partners	{'date': '2008-02-11', 'weight': '/organization/venturebeat'}
94835	/organization/split-rock-partners	{'date': '2008-03-15', 'weight': '/organization/miramar-labs'}
30528	/organization/impax-asset-management	{'date': '2008-02-14', 'weight': '/organization/new-earth-solutions'}
59585	/person/roger-ehrenberg	{'date': '2008-02-07', 'weight': '/organization/lookery'}
24526	/organization/preipo	{'date': '2008-03-01', 'weight': '/organization/mecox-lane'}
89764	/organization/shenzhen-capital-group	{'date': '2008-03-01', 'weight': '/organization/shenzhen-hybio-pharmaceutical-co-ltd'}
50258	/organization/homeadvisor	{'date': '2008-02-12', 'weight': '/organization/qualvu'}
14407	/organization/morgan-stanley-venture-partners	{'date': '2008-03-01', 'weight': '/organization/irise'}
